total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid class id,rDHpS < vPDHpS,improv.< minDiff,improv.< diffRatio * vPDHpS,Final Miss Ratio,minDiff,diffRatio,minSlabs,numSlabsFreeMem,minLTA,maxLTA
245,230,1,0,13,0,0,0,0,0.06258200000000003,20,0.250000,3,4,0,0
248,232,1,0,14,0,0,0,0,0.06256700000000004,90,0.050000,3,2,0,0
245,230,1,0,13,0,0,0,0,0.062558,30,0.100000,3,3,0,0
245,230,1,0,13,0,0,0,0,0.06257299999999999,30,0.050000,3,1,0,0
258,242,1,0,14,0,0,0,0,0.06207099999999999,10,0.100000,3,4,0,0
244,229,1,0,13,0,0,0,0,0.06261099999999997,100,0.200000,1,4,0,0
253,237,1,0,14,0,0,0,0,0.06224300000000005,90,0.050000,1,1,0,0
245,230,1,0,13,0,0,0,0,0.06265299999999996,10,0.150000,1,3,0,0
266,249,1,0,15,0,0,0,0,0.06172999999999995,10,0.050000,3,5,0,0
248,233,1,0,13,0,0,0,0,0.062397999999999954,60,0.200000,1,5,0,0
245,230,1,0,13,0,0,0,0,0.062612,10,0.200000,1,1,0,0
246,231,1,0,13,0,0,0,0,0.06258200000000003,10,0.100000,5,2,0,0
252,236,1,0,14,0,0,0,0,0.06229300000000004,100,0.250000,4,4,0,0
249,233,1,0,14,0,0,0,0,0.06247400000000003,100,0.150000,4,5,0,0
244,229,1,0,13,0,0,0,0,0.06261499999999998,30,0.050000,1,5,0,0
266,249,1,0,15,0,0,0,0,0.061702000000000035,70,0.200000,4,4,0,0
269,252,1,0,15,0,0,0,0,0.06159800000000004,100,0.200000,4,5,0,0
248,233,1,0,13,0,0,0,0,0.06242000000000003,90,0.050000,1,3,0,0
259,243,1,0,14,0,0,0,0,0.061948,50,0.250000,2,5,0,0
246,231,1,0,13,0,0,0,0,0.06256099999999998,100,0.050000,4,5,0,0
250,234,1,0,14,0,0,0,0,0.06228299999999998,90,0.100000,1,4,0,0
249,233,1,0,14,0,0,0,0,0.06246600000000002,90,0.200000,5,3,0,0
265,249,1,0,14,0,0,0,0,0.061643,60,0.200000,1,3,0,0
245,230,1,0,13,0,0,0,0,0.06260200000000005,70,0.050000,4,5,0,0
248,232,1,0,14,0,0,0,0,0.06254400000000004,80,0.150000,5,4,0,0
255,239,1,0,14,0,0,0,0,0.06213000000000002,60,0.250000,2,2,0,0
267,250,1,0,15,0,0,0,0,0.06170500000000001,80,0.100000,2,5,0,0
245,230,1,0,13,0,0,0,0,0.06260399999999999,70,0.250000,2,2,0,0
258,242,1,0,14,0,0,0,0,0.06203800000000004,70,0.100000,4,2,0,0
244,229,1,0,13,0,0,0,0,0.06262800000000002,50,0.250000,3,3,0,0
260,244,1,0,14,0,0,0,0,0.06192200000000003,40,0.200000,5,1,0,0
258,242,1,0,14,0,0,0,0,0.061980000000000035,50,0.250000,1,4,0,0
252,236,1,0,14,0,0,0,0,0.062436999999999965,80,0.050000,2,4,0,0
245,230,1,0,13,0,0,0,0,0.062581,90,0.100000,5,1,0,0
250,234,1,0,14,0,0,0,0,0.06236600000000003,90,0.250000,5,4,0,0
244,229,1,0,13,0,0,0,0,0.06259899999999996,30,0.250000,1,3,0,0
260,244,1,0,14,0,0,0,0,0.06190200000000001,50,0.150000,5,2,0,0
267,250,1,0,15,0,0,0,0,0.061648000000000036,60,0.200000,4,5,0,0
257,241,1,0,14,0,0,0,0,0.062126000000000015,10,0.250000,5,4,0,0
249,233,1,0,14,0,0,0,0,0.06238600000000005,90,0.100000,4,2,0,0
244,229,1,0,13,0,0,0,0,0.06268799999999997,80,0.200000,5,5,0,0
247,231,1,0,14,0,0,0,0,0.06257100000000004,40,0.050000,3,5,0,0
250,235,1,0,13,0,0,0,0,0.06227499999999997,10,0.050000,2,2,0,0
268,251,1,0,15,0,0,0,0,0.06157299999999999,60,0.250000,4,4,0,0
250,235,1,0,13,0,0,0,0,0.06234700000000004,90,0.250000,5,1,0,0
245,230,1,0,13,0,0,0,0,0.06262599999999996,50,0.200000,3,2,0,0
244,229,1,0,13,0,0,0,0,0.06263300000000005,20,0.150000,1,1,0,0
247,232,1,0,13,0,0,0,0,0.06253900000000001,30,0.250000,1,4,0,0
246,231,1,0,13,0,0,0,0,0.062616,20,0.200000,2,5,0,0
249,233,1,0,14,0,0,0,0,0.062478000000000034,30,0.150000,5,2,0,0
246,231,1,0,13,0,0,0,0,0.06256600000000001,10,0.150000,2,3,0,0
247,232,1,0,13,0,0,0,0,0.062478000000000034,20,0.250000,2,5,0,0
244,229,1,0,13,0,0,0,0,0.062662,60,0.250000,1,1,0,0
244,229,1,0,13,0,0,0,0,0.06266300000000002,90,0.150000,3,1,0,0
247,232,1,0,13,0,0,0,0,0.06244899999999998,20,0.100000,5,4,0,0
247,231,1,0,14,0,0,0,0,0.06254499999999996,60,0.050000,2,4,0,0
245,230,1,0,13,0,0,0,0,0.06260600000000005,60,0.150000,4,3,0,0
248,233,1,0,13,0,0,0,0,0.06254199999999999,10,0.200000,5,2,0,0
246,231,1,0,13,0,0,0,0,0.06251300000000004,30,0.200000,2,4,0,0
245,230,1,0,13,0,0,0,0,0.06256700000000004,100,0.250000,2,3,0,0
245,230,1,0,13,0,0,0,0,0.06258300000000006,40,0.150000,2,2,0,0
245,230,1,0,13,0,0,0,0,0.06261899999999998,90,0.050000,5,5,0,0
245,230,1,0,13,0,0,0,0,0.06256700000000004,10,0.100000,1,4,0,0
248,232,1,0,14,0,0,0,0,0.06248200000000004,90,0.200000,3,4,0,0
249,234,1,0,13,0,0,0,0,0.06226100000000001,10,0.100000,4,5,0,0
248,233,1,0,13,0,0,0,0,0.06251399999999996,30,0.150000,3,3,0,0
263,246,1,0,15,0,0,0,0,0.06185499999999999,50,0.250000,4,3,0,0
259,243,1,0,14,0,0,0,0,0.061953999999999954,40,0.050000,5,3,0,0
246,231,1,0,13,0,0,0,0,0.06244099999999997,60,0.150000,2,1,0,0
243,228,1,0,13,0,0,0,0,0.06272900000000003,100,0.250000,2,4,0,0
258,242,1,0,14,0,0,0,0,0.06208400000000003,60,0.050000,5,1,0,0
268,251,1,0,15,0,0,0,0,0.06157900000000005,100,0.200000,3,5,0,0
244,229,1,0,13,0,0,0,0,0.06266499999999997,40,0.200000,3,3,0,0
247,232,1,0,13,0,0,0,0,0.06252800000000003,80,0.100000,1,4,0,0
243,228,1,0,13,0,0,0,0,0.062728,80,0.150000,1,5,0,0
247,232,1,0,13,0,0,0,0,0.06249400000000005,10,0.150000,2,1,0,0
251,236,1,0,13,0,0,0,0,0.062193000000000054,70,0.050000,2,3,0,0
247,231,1,0,14,0,0,0,0,0.062558,40,0.150000,2,1,0,0
253,238,1,0,13,0,0,0,0,0.06211,100,0.200000,2,4,0,0
244,229,1,0,13,0,0,0,0,0.06261899999999998,100,0.150000,3,5,0,0
259,243,1,0,14,0,0,0,0,0.061933000000000016,20,0.100000,1,5,0,0
269,252,1,0,15,0,0,0,0,0.06159400000000004,80,0.050000,2,2,0,0
245,230,1,0,13,0,0,0,0,0.06257800000000002,80,0.200000,1,3,0,0
247,232,1,0,13,0,0,0,0,0.062504,10,0.050000,3,1,0,0
245,230,1,0,13,0,0,0,0,0.06259899999999996,20,0.250000,2,4,0,0
248,233,1,0,13,0,0,0,0,0.06236600000000003,60,0.250000,3,5,0,0
249,233,1,0,14,0,0,0,0,0.06237999999999999,60,0.200000,3,2,0,0
248,233,1,0,13,0,0,0,0,0.06244499999999997,80,0.100000,5,2,0,0
245,230,1,0,13,0,0,0,0,0.062562,40,0.200000,2,5,0,0
253,237,1,0,14,0,0,0,0,0.06226299999999996,50,0.250000,4,1,0,0
267,250,1,0,15,0,0,0,0,0.061609000000000025,90,0.150000,4,1,0,0
262,246,1,0,14,0,0,0,0,0.06184500000000004,80,0.050000,2,5,0,0
258,242,1,0,14,0,0,0,0,0.06197600000000003,40,0.050000,2,2,0,0
246,231,1,0,13,0,0,0,0,0.06256799999999996,20,0.050000,3,4,0,0
252,236,1,0,14,0,0,0,0,0.06237199999999998,70,0.050000,1,1,0,0
246,231,1,0,13,0,0,0,0,0.06248600000000004,90,0.150000,2,3,0,0
245,230,1,0,13,0,0,0,0,0.06263799999999997,70,0.100000,1,2,0,0
260,244,1,0,14,0,0,0,0,0.061787000000000036,70,0.250000,1,4,0,0
248,232,1,0,14,0,0,0,0,0.06257599999999996,100,0.250000,5,1,0,0
245,230,1,0,13,0,0,0,0,0.06260399999999999,10,0.100000,1,5,0,0
260,244,1,0,14,0,0,0,0,0.061888000000000054,60,0.150000,5,2,0,0
245,230,1,0,13,0,0,0,0,0.06264199999999998,90,0.050000,2,3,0,0
246,231,1,0,13,0,0,0,0,0.06254000000000004,100,0.200000,2,1,0,0
263,247,1,0,14,0,0,0,0,0.06163799999999997,50,0.250000,1,5,0,0
259,243,1,0,14,0,0,0,0,0.06192399999999998,80,0.150000,4,5,0,0
247,232,1,0,13,0,0,0,0,0.06254599999999999,90,0.100000,1,2,0,0
260,244,1,0,14,0,0,0,0,0.061900999999999984,60,0.200000,2,3,0,0
245,230,1,0,13,0,0,0,0,0.06261000000000005,100,0.200000,4,2,0,0
244,229,1,0,13,0,0,0,0,0.06263099999999999,50,0.100000,2,5,0,0
245,230,1,0,13,0,0,0,0,0.06257299999999999,40,0.100000,1,1,0,0
260,244,1,0,14,0,0,0,0,0.06191100000000005,60,0.250000,4,2,0,0
247,232,1,0,13,0,0,0,0,0.062436999999999965,80,0.200000,3,1,0,0
264,247,1,0,15,0,0,0,0,0.061775000000000024,40,0.250000,3,5,0,0
244,229,1,0,13,0,0,0,0,0.06267599999999995,40,0.200000,5,2,0,0
258,242,1,0,14,0,0,0,0,0.06194299999999997,90,0.100000,3,1,0,0
245,230,1,0,13,0,0,0,0,0.06264800000000004,70,0.200000,2,3,0,0
249,234,1,0,13,0,0,0,0,0.062390999999999974,30,0.100000,2,1,0,0
258,242,1,0,14,0,0,0,0,0.06204900000000002,20,0.100000,2,1,0,0
246,231,1,0,13,0,0,0,0,0.062450000000000006,90,0.100000,1,3,0,0
248,233,1,0,13,0,0,0,0,0.06240699999999999,40,0.100000,4,3,0,0
245,230,1,0,13,0,0,0,0,0.06265200000000004,60,0.200000,5,5,0,0
244,229,1,0,13,0,0,0,0,0.06265100000000001,90,0.250000,1,5,0,0
264,248,1,0,14,0,0,0,0,0.06170299999999995,80,0.150000,4,3,0,0
247,232,1,0,13,0,0,0,0,0.0625,40,0.250000,1,1,0,0
248,232,1,0,14,0,0,0,0,0.06248799999999999,90,0.150000,1,1,0,0
247,232,1,0,13,0,0,0,0,0.06243500000000002,60,0.200000,2,5,0,0
253,237,1,0,14,0,0,0,0,0.062126000000000015,90,0.200000,5,4,0,0
246,231,1,0,13,0,0,0,0,0.06253900000000001,40,0.200000,4,5,0,0
245,230,1,0,13,0,0,0,0,0.06252599999999997,90,0.100000,2,1,0,0
244,229,1,0,13,0,0,0,0,0.06262199999999996,20,0.050000,3,2,0,0
254,238,1,0,14,0,0,0,0,0.06220400000000004,100,0.150000,1,4,0,0
266,250,1,0,14,0,0,0,0,0.061634999999999995,10,0.250000,1,1,0,0
248,232,1,0,14,0,0,0,0,0.06256300000000004,80,0.150000,1,2,0,0
257,241,1,0,14,0,0,0,0,0.06208899999999995,30,0.200000,5,4,0,0
249,234,1,0,13,0,0,0,0,0.062338000000000005,50,0.250000,5,1,0,0
245,230,1,0,13,0,0,0,0,0.06256300000000004,20,0.200000,1,4,0,0
250,234,1,0,14,0,0,0,0,0.06250900000000004,50,0.200000,1,2,0,0
243,228,1,0,13,0,0,0,0,0.06277999999999995,90,0.050000,3,1,0,0
255,239,1,0,14,0,0,0,0,0.062190999999999996,10,0.050000,2,3,0,0
248,232,1,0,14,0,0,0,0,0.062531,80,0.250000,5,2,0,0
254,238,1,0,14,0,0,0,0,0.06220899999999996,70,0.100000,1,5,0,0
246,231,1,0,13,0,0,0,0,0.062527,70,0.050000,2,1,0,0
250,235,1,0,13,0,0,0,0,0.062312000000000034,30,0.250000,5,3,0,0
246,231,1,0,13,0,0,0,0,0.06258300000000006,50,0.150000,2,1,0,0
245,230,1,0,13,0,0,0,0,0.06258300000000006,40,0.050000,3,2,0,0
268,252,1,0,14,0,0,0,0,0.06155999999999995,50,0.100000,5,5,0,0
250,235,1,0,13,0,0,0,0,0.062370999999999954,90,0.250000,1,3,0,0
269,252,1,0,15,0,0,0,0,0.06147199999999997,70,0.050000,2,4,0,0
259,243,1,0,14,0,0,0,0,0.06196500000000005,100,0.050000,1,3,0,0
253,238,1,0,13,0,0,0,0,0.06213599999999997,90,0.050000,1,4,0,0
258,242,1,0,14,0,0,0,0,0.06203700000000001,70,0.250000,1,5,0,0
248,232,1,0,14,0,0,0,0,0.06255100000000002,20,0.100000,3,5,0,0
258,242,1,0,14,0,0,0,0,0.062039999999999984,60,0.100000,1,1,0,0
245,230,1,0,13,0,0,0,0,0.06255999999999995,50,0.150000,4,5,0,0
250,234,1,0,14,0,0,0,0,0.06238900000000003,70,0.100000,2,4,0,0
247,232,1,0,13,0,0,0,0,0.06243299999999996,50,0.050000,5,5,0,0
247,232,1,0,13,0,0,0,0,0.062382999999999966,40,0.150000,4,1,0,0
248,233,1,0,13,0,0,0,0,0.062470000000000026,30,0.050000,5,3,0,0
246,230,1,0,14,0,0,0,0,0.06256799999999996,80,0.150000,1,3,0,0
245,230,1,0,13,0,0,0,0,0.06259199999999998,70,0.250000,2,1,0,0
246,231,1,0,13,0,0,0,0,0.06258200000000003,60,0.100000,3,1,0,0
247,232,1,0,13,0,0,0,0,0.062477000000000005,90,0.150000,5,4,0,0
249,233,1,0,14,0,0,0,0,0.06248500000000001,10,0.250000,3,4,0,0
270,253,1,0,15,0,0,0,0,0.06154800000000005,60,0.050000,5,3,0,0
260,244,1,0,14,0,0,0,0,0.06189599999999995,40,0.150000,3,5,0,0
247,231,1,0,14,0,0,0,0,0.06254899999999997,60,0.200000,3,4,0,0
248,232,1,0,14,0,0,0,0,0.062469,50,0.100000,1,4,0,0
249,233,1,0,14,0,0,0,0,0.062470000000000026,70,0.150000,4,3,0,0
249,233,1,0,14,0,0,0,0,0.06252000000000002,30,0.150000,1,3,0,0
244,229,1,0,13,0,0,0,0,0.06263600000000002,20,0.100000,4,2,0,0
248,233,1,0,13,0,0,0,0,0.06242199999999998,40,0.150000,3,1,0,0
244,229,1,0,13,0,0,0,0,0.06267500000000004,20,0.150000,1,3,0,0
248,232,1,0,14,0,0,0,0,0.06252999999999997,60,0.150000,3,1,0,0
257,241,1,0,14,0,0,0,0,0.06203000000000003,30,0.250000,1,1,0,0
245,230,1,0,13,0,0,0,0,0.06259999999999999,70,0.150000,2,2,0,0
253,237,1,0,14,0,0,0,0,0.06218400000000002,100,0.100000,4,1,0,0
248,233,1,0,13,0,0,0,0,0.062390999999999974,90,0.150000,3,5,0,0
245,230,1,0,13,0,0,0,0,0.06253200000000003,30,0.100000,5,3,0,0
245,230,1,0,13,0,0,0,0,0.06257400000000002,60,0.200000,1,2,0,0
253,237,1,0,14,0,0,0,0,0.06227700000000003,70,0.150000,1,4,0,0
249,234,1,0,13,0,0,0,0,0.06247899999999995,70,0.150000,4,1,0,0
247,232,1,0,13,0,0,0,0,0.062477000000000005,10,0.250000,5,2,0,0
244,229,1,0,13,0,0,0,0,0.06260900000000003,50,0.200000,1,1,0,0
245,230,1,0,13,0,0,0,0,0.06256700000000004,30,0.150000,4,5,0,0
261,245,1,0,14,0,0,0,0,0.06184599999999996,70,0.250000,3,5,0,0
248,233,1,0,13,0,0,0,0,0.062389999999999946,70,0.250000,3,2,0,0
244,229,1,0,13,0,0,0,0,0.06262199999999996,100,0.200000,1,3,0,0
246,231,1,0,13,0,0,0,0,0.06254300000000002,20,0.150000,5,1,0,0
249,234,1,0,13,0,0,0,0,0.06235199999999996,70,0.200000,2,1,0,0
246,231,1,0,13,0,0,0,0,0.06254400000000004,90,0.150000,5,3,0,0
247,232,1,0,13,0,0,0,0,0.06244700000000003,50,0.050000,1,1,0,0
245,230,1,0,13,0,0,0,0,0.06259700000000001,70,0.200000,3,5,0,0
253,237,1,0,14,0,0,0,0,0.062334,20,0.200000,3,4,0,0
245,230,1,0,13,0,0,0,0,0.06258699999999995,10,0.050000,1,5,0,0
245,230,1,0,13,0,0,0,0,0.06259099999999995,10,0.150000,1,5,0,0
247,232,1,0,13,0,0,0,0,0.06242700000000001,50,0.150000,3,2,0,0
243,228,1,0,13,0,0,0,0,0.06270500000000001,100,0.050000,3,3,0,0
246,230,1,0,14,0,0,0,0,0.06262000000000001,90,0.050000,4,3,0,0
245,230,1,0,13,0,0,0,0,0.06257400000000002,10,0.150000,3,5,0,0
266,250,1,0,14,0,0,0,0,0.061628000000000016,20,0.100000,1,3,0,0
257,241,1,0,14,0,0,0,0,0.062060000000000004,10,0.250000,3,2,0,0
254,238,1,0,14,0,0,0,0,0.062168,60,0.150000,1,2,0,0
247,232,1,0,13,0,0,0,0,0.06252500000000005,10,0.200000,2,1,0,0
262,246,1,0,14,0,0,0,0,0.06174000000000002,100,0.250000,1,5,0,0
255,238,1,0,15,0,0,0,0,0.06218400000000002,60,0.150000,3,4,0,0
248,232,1,0,14,0,0,0,0,0.062470000000000026,50,0.050000,1,2,0,0
247,232,1,0,13,0,0,0,0,0.06236799999999998,60,0.050000,5,2,0,0
251,236,1,0,13,0,0,0,0,0.06232599999999999,30,0.050000,4,5,0,0
248,232,1,0,14,0,0,0,0,0.06251300000000004,60,0.050000,1,3,0,0
245,230,1,0,13,0,0,0,0,0.06262299999999998,100,0.100000,5,5,0,0
260,244,1,0,14,0,0,0,0,0.06189199999999995,70,0.250000,1,3,0,0
246,231,1,0,13,0,0,0,0,0.06250299999999998,40,0.200000,5,3,0,0
277,261,1,0,14,0,0,0,0,0.06115899999999996,10,0.250000,4,5,0,0
259,243,1,0,14,0,0,0,0,0.06190399999999996,60,0.200000,5,4,0,0
259,243,1,0,14,0,0,0,0,0.061706999999999956,40,0.200000,2,1,0,0
259,243,1,0,14,0,0,0,0,0.06189800000000001,100,0.050000,1,4,0,0
244,229,1,0,13,0,0,0,0,0.06266799999999995,90,0.100000,4,5,0,0
243,228,1,0,13,0,0,0,0,0.06274800000000003,40,0.050000,1,3,0,0
264,248,1,0,14,0,0,0,0,0.061702000000000035,100,0.100000,5,4,0,0
244,229,1,0,13,0,0,0,0,0.062635,100,0.050000,3,2,0,0
246,231,1,0,13,0,0,0,0,0.06254300000000002,90,0.250000,3,2,0,0
245,230,1,0,13,0,0,0,0,0.062581,20,0.200000,3,3,0,0
243,228,1,0,13,0,0,0,0,0.06276099999999996,30,0.250000,4,1,0,0
245,230,1,0,13,0,0,0,0,0.06258300000000006,40,0.250000,2,4,0,0
249,233,1,0,14,0,0,0,0,0.06252599999999997,30,0.100000,5,5,0,0
246,231,1,0,13,0,0,0,0,0.06257400000000002,90,0.100000,3,2,0,0
257,241,1,0,14,0,0,0,0,0.06209500000000001,10,0.200000,4,3,0,0
265,249,1,0,14,0,0,0,0,0.06167599999999995,60,0.100000,1,3,0,0
245,230,1,0,13,0,0,0,0,0.06259099999999995,20,0.150000,1,4,0,0
249,233,1,0,14,0,0,0,0,0.062498000000000054,40,0.100000,4,2,0,0
247,232,1,0,13,0,0,0,0,0.062424000000000035,80,0.150000,5,3,0,0
256,240,1,0,14,0,0,0,0,0.062080000000000024,10,0.100000,2,1,0,0
246,230,1,0,14,0,0,0,0,0.06268300000000004,20,0.050000,2,1,0,0
255,239,1,0,14,0,0,0,0,0.06211699999999998,90,0.250000,4,3,0,0
257,241,1,0,14,0,0,0,0,0.06211699999999998,20,0.100000,1,1,0,0
247,232,1,0,13,0,0,0,0,0.062397999999999954,50,0.050000,4,3,0,0
249,234,1,0,13,0,0,0,0,0.062378000000000045,80,0.150000,5,5,0,0
245,230,1,0,13,0,0,0,0,0.062581,100,0.050000,1,5,0,0
256,240,1,0,14,0,0,0,0,0.06209399999999998,30,0.100000,5,4,0,0
266,250,1,0,14,0,0,0,0,0.061643,20,0.050000,1,3,0,0
266,250,1,0,14,0,0,0,0,0.061641999999999975,80,0.100000,4,2,0,0
248,233,1,0,13,0,0,0,0,0.062405000000000044,40,0.250000,3,3,0,0
257,241,1,0,14,0,0,0,0,0.062065999999999955,100,0.150000,1,1,0,0
251,235,1,0,14,0,0,0,0,0.062429999999999986,60,0.250000,4,5,0,0
258,242,1,0,14,0,0,0,0,0.061966999999999994,20,0.150000,4,4,0,0
251,235,1,0,14,0,0,0,0,0.06230899999999995,20,0.200000,4,4,0,0
247,232,1,0,13,0,0,0,0,0.062405000000000044,80,0.100000,3,4,0,0
257,241,1,0,14,0,0,0,0,0.062085999999999975,80,0.100000,2,4,0,0
248,233,1,0,13,0,0,0,0,0.06246799999999997,100,0.200000,5,2,0,0
253,238,1,0,13,0,0,0,0,0.06215000000000004,10,0.200000,3,4,0,0
245,230,1,0,13,0,0,0,0,0.06259000000000003,60,0.050000,5,5,0,0
246,231,1,0,13,0,0,0,0,0.06256899999999999,30,0.250000,2,2,0,0
264,248,1,0,14,0,0,0,0,0.06169400000000003,10,0.100000,4,1,0,0
247,232,1,0,13,0,0,0,0,0.06245500000000004,100,0.050000,2,4,0,0
256,240,1,0,14,0,0,0,0,0.06213999999999997,40,0.200000,1,2,0,0
249,233,1,0,14,0,0,0,0,0.062463999999999964,10,0.200000,5,5,0,0
247,232,1,0,13,0,0,0,0,0.06251600000000002,70,0.250000,1,2,0,0
262,246,1,0,14,0,0,0,0,0.06193000000000004,80,0.150000,5,1,0,0
249,233,1,0,14,0,0,0,0,0.062523,50,0.250000,4,2,0,0
266,250,1,0,14,0,0,0,0,0.06167800000000001,10,0.200000,3,3,0,0
255,240,1,0,13,0,0,0,0,0.06213599999999997,20,0.150000,4,5,0,0
259,243,1,0,14,0,0,0,0,0.06193800000000005,40,0.100000,3,4,0,0
250,234,1,0,14,0,0,0,0,0.06234099999999998,50,0.150000,5,5,0,0
247,232,1,0,13,0,0,0,0,0.06242599999999998,100,0.050000,3,4,0,0
247,232,1,0,13,0,0,0,0,0.06237599999999999,50,0.250000,1,2,0,0
271,255,1,0,14,0,0,0,0,0.06145999999999996,40,0.250000,5,5,0,0
250,234,1,0,14,0,0,0,0,0.06242499999999995,60,0.050000,4,5,0,0
260,244,1,0,14,0,0,0,0,0.06192399999999998,50,0.250000,4,5,0,0
244,229,1,0,13,0,0,0,0,0.062635,100,0.100000,4,3,0,0
259,243,1,0,14,0,0,0,0,0.06192799999999998,70,0.200000,1,1,0,0
257,241,1,0,14,0,0,0,0,0.061795000000000044,80,0.100000,1,1,0,0
247,232,1,0,13,0,0,0,0,0.062495999999999996,10,0.150000,4,1,0,0
249,233,1,0,14,0,0,0,0,0.06244700000000003,90,0.250000,2,3,0,0
249,234,1,0,13,0,0,0,0,0.062338000000000005,100,0.050000,1,1,0,0
246,231,1,0,13,0,0,0,0,0.06261099999999997,30,0.150000,3,1,0,0
246,231,1,0,13,0,0,0,0,0.06254499999999996,50,0.250000,5,2,0,0
244,229,1,0,13,0,0,0,0,0.06263799999999997,40,0.050000,5,4,0,0
244,229,1,0,13,0,0,0,0,0.06258399999999997,100,0.250000,3,5,0,0
246,231,1,0,13,0,0,0,0,0.062429999999999986,60,0.050000,2,1,0,0
245,230,1,0,13,0,0,0,0,0.06259099999999995,10,0.200000,5,4,0,0
247,231,1,0,14,0,0,0,0,0.062585,60,0.200000,2,1,0,0
248,232,1,0,14,0,0,0,0,0.06255299999999997,90,0.250000,3,5,0,0
246,231,1,0,13,0,0,0,0,0.06259400000000004,60,0.200000,5,1,0,0
246,230,1,0,14,0,0,0,0,0.06272599999999995,30,0.100000,2,2,0,0
247,231,1,0,14,0,0,0,0,0.06253299999999995,30,0.100000,5,2,0,0
244,229,1,0,13,0,0,0,0,0.062666,80,0.050000,5,4,0,0
260,244,1,0,14,0,0,0,0,0.062012999999999985,100,0.250000,4,5,0,0
247,232,1,0,13,0,0,0,0,0.062523,100,0.250000,3,1,0,0
245,230,1,0,13,0,0,0,0,0.06257999999999997,20,0.200000,5,3,0,0
245,230,1,0,13,0,0,0,0,0.06255500000000003,30,0.150000,3,4,0,0
246,231,1,0,13,0,0,0,0,0.06255200000000005,10,0.250000,3,1,0,0
248,233,1,0,13,0,0,0,0,0.06243500000000002,30,0.100000,3,5,0,0
245,230,1,0,13,0,0,0,0,0.062554,80,0.100000,1,3,0,0
261,245,1,0,14,0,0,0,0,0.061807999999999974,100,0.150000,4,1,0,0
244,229,1,0,13,0,0,0,0,0.06260900000000003,80,0.250000,4,1,0,0
261,245,1,0,14,0,0,0,0,0.061861000000000055,30,0.200000,1,5,0,0
250,234,1,0,14,0,0,0,0,0.062378000000000045,10,0.150000,5,5,0,0
245,230,1,0,13,0,0,0,0,0.06265100000000001,90,0.150000,2,2,0,0
245,230,1,0,13,0,0,0,0,0.06260200000000005,10,0.150000,1,2,0,0
268,251,1,0,15,0,0,0,0,0.061667999999999945,80,0.250000,1,3,0,0
245,230,1,0,13,0,0,0,0,0.06259300000000001,50,0.150000,3,1,0,0
246,231,1,0,13,0,0,0,0,0.06256399999999995,70,0.150000,2,3,0,0
244,229,1,0,13,0,0,0,0,0.06269199999999997,20,0.200000,3,5,0,0
248,232,1,0,14,0,0,0,0,0.06259000000000003,10,0.150000,1,4,0,0
246,231,1,0,13,0,0,0,0,0.06265799999999999,80,0.250000,5,3,0,0
263,247,1,0,14,0,0,0,0,0.06181099999999995,100,0.250000,1,2,0,0
265,249,1,0,14,0,0,0,0,0.06160600000000005,80,0.100000,2,1,0,0
251,235,1,0,14,0,0,0,0,0.06233299999999997,30,0.150000,4,3,0,0
247,232,1,0,13,0,0,0,0,0.06256899999999999,80,0.050000,1,3,0,0
248,232,1,0,14,0,0,0,0,0.06251499999999999,30,0.200000,1,2,0,0
245,230,1,0,13,0,0,0,0,0.06257400000000002,10,0.250000,1,5,0,0
246,231,1,0,13,0,0,0,0,0.06258300000000006,100,0.250000,1,4,0,0
265,249,1,0,14,0,0,0,0,0.06167100000000003,10,0.200000,5,3,0,0
245,230,1,0,13,0,0,0,0,0.06258300000000006,40,0.100000,1,2,0,0
266,249,1,0,15,0,0,0,0,0.061767000000000016,80,0.250000,5,5,0,0
245,230,1,0,13,0,0,0,0,0.06262500000000004,90,0.150000,4,2,0,0
246,231,1,0,13,0,0,0,0,0.06260200000000005,100,0.150000,5,4,0,0
246,231,1,0,13,0,0,0,0,0.06256399999999995,100,0.250000,5,2,0,0
246,230,1,0,14,0,0,0,0,0.06258399999999997,80,0.200000,3,4,0,0
258,242,1,0,14,0,0,0,0,0.06203499999999995,80,0.050000,2,1,0,0
245,230,1,0,13,0,0,0,0,0.06255299999999997,70,0.100000,3,1,0,0
244,229,1,0,13,0,0,0,0,0.06265600000000004,80,0.100000,1,2,0,0
254,239,1,0,13,0,0,0,0,0.062092000000000036,30,0.050000,5,5,0,0
244,229,1,0,13,0,0,0,0,0.06263300000000005,60,0.250000,5,5,0,0
258,242,1,0,14,0,0,0,0,0.06195200000000001,80,0.200000,1,5,0,0
247,231,1,0,14,0,0,0,0,0.06259499999999996,90,0.150000,3,4,0,0
254,239,1,0,13,0,0,0,0,0.06212700000000004,90,0.200000,3,3,0,0
253,237,1,0,14,0,0,0,0,0.06225899999999995,40,0.250000,1,2,0,0
269,252,1,0,15,0,0,0,0,0.061629000000000045,80,0.200000,5,2,0,0
260,244,1,0,14,0,0,0,0,0.06188899999999997,50,0.200000,2,4,0,0
265,249,1,0,14,0,0,0,0,0.06166700000000003,90,0.050000,4,5,0,0
245,230,1,0,13,0,0,0,0,0.06260100000000002,50,0.150000,3,5,0,0
