Eviction Algo,total_attempts, StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid max or main ranks,Final Miss Ratio,minSlabs,movingAverageParam,maxFreeMemSlabs
Lru2Q,182,181,0,0,0,0,0.356677,0,0.100000,5
Lru2Q,161,160,0,0,0,0,0.356726,2,0.300000,1
Lru2Q,132,131,0,0,0,0,0.358263,2,0.200000,2
Lru2Q,142,141,0,0,0,0,0.35822699999999996,3,0.400000,5
Lru2Q,132,131,0,0,0,0,0.358982,4,0.050000,5
Lru2Q,140,139,0,0,0,0,0.35796799999999995,2,0.100000,4
Lru2Q,144,143,0,0,0,0,0.35763100000000003,2,0.300000,3
Lru2Q,139,138,0,0,0,0,0.357988,2,0.150000,1
Lru2Q,165,164,0,0,0,0,0.35606000000000004,5,0.150000,1
Lru2Q,139,138,0,0,0,0,0.35811800000000005,5,0.450000,4
Lru2Q,134,133,0,0,0,0,0.35838800000000004,0,0.200000,4
Lru2Q,143,142,0,0,0,0,0.35770199999999996,4,0.250000,3
Lru2Q,383,382,0,0,0,0,0.34781300000000004,1,0.400000,5
Lru2Q,655,654,0,0,0,0,0.339905,5,0.150000,2
Lru2Q,157,156,0,0,0,0,0.357098,5,0.350000,4
Lru2Q,139,138,0,0,0,0,0.358104,0,0.350000,1
Lru2Q,141,0,0,0,0,140,0.36714,4,0.050000,0
Lru2Q,366,365,0,0,0,0,0.34634299999999996,5,0.200000,2
Lru2Q,138,0,0,0,0,137,0.36714,2,0.350000,0
Lru2Q,141,140,0,0,0,0,0.357819,2,0.100000,2
Lru2Q,162,161,0,0,0,0,0.35696700000000003,5,0.100000,2
Lru2Q,138,137,0,0,0,0,0.358472,3,0.150000,3
Lru2Q,160,159,0,0,0,0,0.35751200000000005,2,0.050000,2
Lru2Q,154,153,0,0,0,0,0.35747799999999996,0,0.300000,4
Lru2Q,139,138,0,0,0,0,0.35801499999999997,3,0.250000,1
Lru2Q,137,136,0,0,0,0,0.358413,1,0.400000,4
Lru2Q,141,140,0,0,0,0,0.35866600000000004,4,0.300000,5
Lru2Q,140,139,0,0,0,0,0.357869,1,0.300000,1
Lru2Q,135,0,0,0,0,134,0.36714,2,0.400000,0
Lru2Q,152,151,0,0,0,0,0.357761,5,0.100000,3
Lru2Q,150,149,0,0,0,0,0.357745,2,0.450000,4
Lru2Q,585,584,0,0,0,0,0.34149700000000005,4,0.150000,3
Lru2Q,152,0,0,0,0,151,0.36714,5,0.150000,0
Lru2Q,133,132,0,0,0,0,0.35834999999999995,1,0.400000,1
Lru2Q,147,146,0,0,0,0,0.357753,3,0.450000,3
Lru2Q,166,165,0,0,0,0,0.35569799999999996,3,0.300000,5
Lru2Q,594,0,0,0,0,593,0.36714,3,0.100000,0
Lru2Q,133,132,0,0,0,0,0.35832200000000003,1,0.050000,2
Lru2Q,641,640,0,0,0,0,0.339699,5,0.400000,3
Lru2Q,146,0,0,0,0,145,0.36714,2,0.250000,0
Lru2Q,169,168,0,0,0,0,0.35706000000000004,4,0.050000,4
Lru2Q,138,0,0,0,0,137,0.36714,1,0.050000,0
Lru2Q,154,153,0,0,0,0,0.357136,2,0.150000,5
Lru2Q,538,0,0,0,0,537,0.36714,5,0.050000,0
Lru2Q,147,146,0,0,0,0,0.35785500000000003,5,0.450000,5
Lru2Q,152,151,0,0,0,0,0.3578,1,0.300000,2
Lru2Q,135,134,0,0,0,0,0.358152,5,0.450000,2
Lru2Q,321,320,0,0,0,0,0.350151,4,0.250000,2
Lru2Q,163,162,0,0,0,0,0.35756200000000005,0,0.200000,2
Lru2Q,136,135,0,0,0,0,0.35814,1,0.350000,4
Lru2Q,126,125,0,0,0,0,0.35871,0,0.150000,4
Lru2Q,142,141,0,0,0,0,0.35829900000000003,3,0.200000,1
Lru2Q,162,161,0,0,0,0,0.35642700000000005,1,0.450000,1
Lru2Q,153,152,0,0,0,0,0.35642399999999996,5,0.400000,2
Lru2Q,404,0,0,0,0,403,0.36714,3,0.050000,0
Lru2Q,193,0,0,0,0,192,0.36714,4,0.100000,0
Lru2Q,143,142,0,0,0,0,0.357969,5,0.300000,2
Lru2Q,135,134,0,0,0,0,0.358239,2,0.350000,1
Lru2Q,141,140,0,0,0,0,0.358298,3,0.100000,5
Lru2Q,162,161,0,0,0,0,0.356793,1,0.450000,4
Lru2Q,136,0,0,0,0,135,0.36714,1,0.350000,0
Lru2Q,157,156,0,0,0,0,0.357637,5,0.250000,5
Lru2Q,154,153,0,0,0,0,0.357518,5,0.150000,3
Lru2Q,489,0,0,0,0,488,0.36714,4,0.200000,0
Lru2Q,144,143,0,0,0,0,0.35788299999999995,3,0.250000,2
Lru2Q,157,156,0,0,0,0,0.35701700000000003,3,0.350000,4
Lru2Q,138,137,0,0,0,0,0.358082,2,0.350000,3
Lru2Q,150,149,0,0,0,0,0.35765199999999997,0,0.100000,2
Lru2Q,140,139,0,0,0,0,0.358024,0,0.050000,5
Lru2Q,142,141,0,0,0,0,0.35797500000000004,2,0.400000,3
Lru2Q,129,128,0,0,0,0,0.35875100000000004,3,0.450000,4
Lru2Q,165,164,0,0,0,0,0.357402,2,0.050000,5
Lru2Q,169,168,0,0,0,0,0.357233,1,0.100000,3
Lru2Q,133,132,0,0,0,0,0.35822600000000004,0,0.250000,5
Lru2Q,412,411,0,0,0,0,0.345846,2,0.250000,4
Lru2Q,420,419,0,0,0,0,0.345503,5,0.250000,4
Lru2Q,153,152,0,0,0,0,0.35750000000000004,0,0.400000,4
Lru2Q,161,160,0,0,0,0,0.35674300000000003,0,0.450000,4
Lru2Q,140,139,0,0,0,0,0.358016,0,0.050000,3
Lru2Q,149,148,0,0,0,0,0.35748100000000005,5,0.150000,5
Lru2Q,141,0,0,0,0,140,0.36714,3,0.400000,0
Lru2Q,143,142,0,0,0,0,0.35797500000000004,3,0.050000,4
Lru2Q,432,0,0,0,0,431,0.36714,2,0.450000,0
Lru2Q,139,138,0,0,0,0,0.35805699999999996,5,0.350000,2
Lru2Q,156,0,0,0,0,155,0.36714,1,0.150000,0
Lru2Q,144,143,0,0,0,0,0.357224,0,0.450000,1
Lru2Q,129,128,0,0,0,0,0.35839299999999996,5,0.200000,4
Lru2Q,142,0,0,0,0,141,0.36714,4,0.300000,0
Lru2Q,153,152,0,0,0,0,0.357673,1,0.350000,5
Lru2Q,149,148,0,0,0,0,0.35780100000000004,2,0.250000,3
Lru2Q,166,165,0,0,0,0,0.357054,5,0.450000,1
Lru2Q,152,151,0,0,0,0,0.35627299999999995,3,0.250000,3
Lru2Q,152,151,0,0,0,0,0.357445,3,0.200000,4
Lru2Q,137,136,0,0,0,0,0.358089,4,0.050000,3
Lru2Q,134,133,0,0,0,0,0.35825799999999997,4,0.100000,2
Lru2Q,147,146,0,0,0,0,0.356711,5,0.250000,3
Lru2Q,162,161,0,0,0,0,0.356708,3,0.400000,2
Lru2Q,163,162,0,0,0,0,0.356862,4,0.450000,5
Lru2Q,144,143,0,0,0,0,0.35787599999999997,1,0.100000,1
Lru2Q,158,0,0,0,0,157,0.36714,0,0.300000,0
Lru2Q,151,150,0,0,0,0,0.357795,0,0.250000,4
Lru2Q,547,546,0,0,0,0,0.341581,4,0.300000,1
Lru2Q,154,153,0,0,0,0,0.35667000000000004,2,0.250000,1
Lru2Q,134,133,0,0,0,0,0.358282,1,0.250000,5
Lru2Q,140,139,0,0,0,0,0.357938,4,0.400000,3
Lru2Q,432,431,0,0,0,0,0.345546,4,0.050000,2
Lru2Q,137,136,0,0,0,0,0.35846999999999996,1,0.050000,5
Lru2Q,144,143,0,0,0,0,0.35782400000000003,2,0.450000,3
Lru2Q,168,167,0,0,0,0,0.35598700000000005,3,0.350000,5
Lru2Q,145,144,0,0,0,0,0.357838,4,0.400000,5
Lru2Q,142,141,0,0,0,0,0.35799000000000003,1,0.350000,2
Lru2Q,155,154,0,0,0,0,0.35680599999999996,0,0.050000,2
Lru2Q,426,425,0,0,0,0,0.34614100000000003,3,0.100000,1
Lru2Q,170,169,0,0,0,0,0.35669399999999996,3,0.300000,1
Lru2Q,176,175,0,0,0,0,0.35666299999999995,4,0.150000,5
Lru2Q,269,268,0,0,0,0,0.351298,3,0.050000,5
Lru2Q,423,422,0,0,0,0,0.346225,3,0.200000,5
Lru2Q,193,192,0,0,0,0,0.355206,0,0.250000,1
Lru2Q,150,149,0,0,0,0,0.357853,2,0.200000,5
Lru2Q,552,551,0,0,0,0,0.34256699999999995,4,0.150000,1
Lru2Q,227,226,0,0,0,0,0.354136,1,0.150000,1
Lru2Q,250,249,0,0,0,0,0.352085,5,0.300000,3
Lru2Q,223,222,0,0,0,0,0.35358599999999996,4,0.250000,4
Lru2Q,362,0,0,0,0,361,0.36714,0,0.100000,0
Lru2Q,251,250,0,0,0,0,0.35256299999999996,5,0.300000,4
Lru2Q,206,205,0,0,0,0,0.35498300000000005,2,0.100000,5
Lru2Q,226,225,0,0,0,0,0.35399099999999994,0,0.200000,5
Lru2Q,492,0,0,0,0,491,0.36714,3,0.150000,0
Lru2Q,388,0,0,0,0,387,0.36714,5,0.400000,0
Lru2Q,243,242,0,0,0,0,0.35321499999999995,4,0.350000,2
