Eviction Algo,total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,vPTA < rTA,improv. < minTailAgeDifference,improv. < diffRatio * vPTA,Final Miss Ratio,minSlabs,tailAgeDifferenceRatio,minTailAgeDifference,numSlabsFreeMem,slabProjectionLength
Lru,289,0,0,0,0,0,288,1,0.8624229999999999,2,0.200000,50,3,4
Lru,223,0,0,0,0,0,222,4,0.8624229999999999,5,0.250000,50,4,4
Lru,256,0,0,0,0,0,255,5,0.8624229999999999,1,0.150000,30,4,3
Lru,273,0,0,0,0,1,271,7,0.8624229999999999,5,0.250000,110,1,2
Lru,323,0,0,0,0,0,322,7,0.8624229999999999,3,0.100000,70,3,2
Lru,156,0,0,0,0,0,155,0,0.8624229999999999,1,0.150000,30,1,1
Lru,154,0,0,0,0,0,153,4,0.8624229999999999,4,0.050000,40,3,4
Lru,412,0,0,0,0,2,409,7,0.8624229999999999,4,0.150000,80,4,3
Lru,297,0,0,0,0,0,296,1,0.8624229999999999,2,0.050000,100,1,1
Lru,155,0,0,0,0,0,154,2,0.8624229999999999,1,0.250000,70,4,1
Lru,428,0,0,0,0,2,425,14,0.8624229999999999,4,0.100000,70,5,5
Lru,154,0,0,0,0,0,153,4,0.8624229999999999,4,0.200000,110,5,4
Lru,158,0,0,0,0,0,157,0,0.8624229999999999,1,0.200000,130,4,5
Lru,538,0,0,0,0,0,537,13,0.8624229999999999,1,0.200000,30,3,5
Lru,159,0,0,0,0,1,157,2,0.8624229999999999,3,0.250000,70,2,3
Lru,156,0,0,0,0,0,155,3,0.8624229999999999,3,0.050000,120,1,1
Lru,161,0,0,0,0,0,160,0,0.8624229999999999,3,0.100000,50,3,5
Lru,180,0,0,0,0,0,179,0,0.8624229999999999,4,0.200000,70,3,2
Lru,160,0,0,0,0,0,159,0,0.8624229999999999,1,0.200000,20,4,4
Lru,162,0,0,0,0,0,161,0,0.8624229999999999,2,0.250000,110,3,2
Lru,179,0,0,0,0,0,178,0,0.8624229999999999,4,0.200000,70,4,1
Lru,576,0,0,0,0,1,574,32,0.8624229999999999,4,0.050000,30,2,2
Lru,158,0,0,0,0,0,157,0,0.8624229999999999,4,0.100000,110,5,4
Lru,160,0,0,0,0,1,158,2,0.8624229999999999,5,0.200000,30,1,4
Lru,165,0,0,0,0,0,164,0,0.8624229999999999,1,0.250000,90,3,3
Lru,193,0,0,0,0,0,192,3,0.8624229999999999,1,0.100000,130,3,5
Lru,181,0,0,0,0,0,180,3,0.8624229999999999,2,0.150000,120,3,3
Lru,156,0,0,0,0,0,155,0,0.8624229999999999,4,0.050000,10,2,1
Lru,162,0,0,0,0,0,161,4,0.8624229999999999,1,0.200000,20,5,2
Lru,180,0,0,0,0,0,179,5,0.8624229999999999,3,0.100000,20,3,4
Lru,161,0,0,0,0,0,160,3,0.8624229999999999,1,0.200000,100,1,1
Lru,165,0,0,0,0,0,164,5,0.8624229999999999,3,0.100000,70,3,4
Lru,186,0,0,0,0,0,185,0,0.8624229999999999,4,0.100000,30,3,1
Lru,191,0,0,0,0,2,188,4,0.8624229999999999,5,0.050000,20,4,3
Lru,168,0,0,0,0,0,167,3,0.8624229999999999,1,0.250000,70,1,4
Lru,164,0,0,0,0,0,163,4,0.8624229999999999,3,0.250000,120,4,5
Lru,164,0,0,0,0,0,163,0,0.8624229999999999,4,0.050000,120,4,5
Lru,190,0,0,0,0,1,188,4,0.8624229999999999,2,0.100000,30,2,3
Lru,183,0,0,0,0,0,182,1,0.8624229999999999,5,0.150000,30,2,4
Lru,161,0,0,0,0,0,160,0,0.8624229999999999,5,0.200000,110,1,2
Lru,167,0,0,0,0,0,166,2,0.8624229999999999,3,0.150000,90,4,4
Lru,218,0,0,0,0,0,217,3,0.8624229999999999,4,0.250000,20,5,1
Lru,228,0,0,0,0,0,227,5,0.8624229999999999,2,0.100000,10,5,5
Lru,909,0,0,0,0,7,901,61,0.8624229999999999,2,0.100000,30,3,3
Lru,180,0,0,0,0,0,179,0,0.8624229999999999,1,0.150000,90,3,5
Lru,167,0,0,0,0,0,166,0,0.8624229999999999,5,0.150000,60,5,2
Lru,162,0,0,0,0,0,161,1,0.8624229999999999,4,0.100000,80,3,4
Lru,163,0,0,0,0,0,162,0,0.8624229999999999,5,0.150000,120,2,5
Lru,161,0,0,0,0,0,160,0,0.8624229999999999,5,0.200000,90,2,5
Lru,168,0,0,0,0,0,167,0,0.8624229999999999,3,0.100000,20,1,5
Lru,175,0,0,0,0,0,174,5,0.8624229999999999,5,0.050000,40,5,2
Lru,163,0,0,0,0,0,162,3,0.8624229999999999,2,0.200000,80,1,5
Lru,180,0,0,0,0,0,179,5,0.8624229999999999,2,0.100000,70,3,2
Lru,201,0,0,0,0,0,200,0,0.8624229999999999,4,0.200000,40,3,2
Lru,665,0,0,0,0,0,664,29,0.8624229999999999,1,0.200000,70,3,2
Lru,906,0,0,0,0,6,899,66,0.8624229999999999,5,0.050000,10,5,1
Lru,175,0,0,0,0,0,174,1,0.8624229999999999,3,0.150000,30,5,5
Lru,177,0,0,0,0,0,176,0,0.8624229999999999,3,0.050000,20,5,1
Lru,187,0,0,0,0,0,186,2,0.8624229999999999,2,0.250000,60,5,5
Lru,181,0,0,0,0,0,180,0,0.8624229999999999,4,0.050000,90,2,4
Lru,160,0,0,0,0,0,159,0,0.8624229999999999,4,0.150000,20,3,5
Lru,180,0,0,0,0,0,179,0,0.8624229999999999,1,0.100000,30,4,5
Lru,165,0,0,0,0,0,164,0,0.8624229999999999,3,0.050000,90,2,2
Lru,163,0,0,0,0,0,162,0,0.8624229999999999,1,0.050000,20,2,3
Lru,175,0,0,0,0,0,174,2,0.8624229999999999,4,0.250000,110,4,2
Lru,640,0,0,0,0,0,639,28,0.8624229999999999,2,0.250000,60,2,5
Lru,164,0,0,0,0,0,163,0,0.8624229999999999,5,0.250000,90,5,5
Lru,167,0,0,0,0,0,166,0,0.8624229999999999,3,0.050000,100,2,3
Lru,165,0,0,0,0,0,164,2,0.8624229999999999,3,0.150000,60,5,2
Lru,165,0,0,0,0,0,164,3,0.8624229999999999,4,0.100000,110,5,3
Lru,170,0,0,0,0,0,169,0,0.8624229999999999,3,0.100000,70,5,1
Lru,423,0,0,0,0,0,422,13,0.8624229999999999,3,0.250000,130,2,1
Lru,160,0,0,0,0,0,159,1,0.8624229999999999,4,0.150000,20,1,2
Lru,183,0,0,0,0,0,182,2,0.8624229999999999,2,0.100000,70,1,2
Lru,169,0,0,0,0,0,168,1,0.8624229999999999,1,0.050000,60,2,4
Lru,182,0,0,0,0,0,181,4,0.8624229999999999,2,0.100000,40,3,5
Lru,191,0,0,0,0,0,190,0,0.8624229999999999,5,0.050000,130,5,2
Lru,206,0,0,0,0,0,205,5,0.8624229999999999,1,0.100000,60,2,2
Lru,178,0,0,0,0,0,177,4,0.8624229999999999,3,0.050000,90,5,1
Lru,176,0,0,0,0,0,175,0,0.8624229999999999,1,0.150000,60,2,3
Lru,169,0,0,0,0,0,168,0,0.8624229999999999,5,0.150000,100,5,2
Lru,955,0,0,0,0,0,954,52,0.8624229999999999,1,0.150000,130,1,3
Lru,171,0,0,0,0,0,170,0,0.8624229999999999,1,0.250000,70,2,2
Lru,176,0,0,0,0,0,175,0,0.8624229999999999,3,0.100000,130,1,5
Lru,904,0,0,0,0,0,903,54,0.8624229999999999,1,0.100000,100,2,3
Lru,179,0,0,0,0,0,178,4,0.8624229999999999,3,0.200000,20,1,2
Lru,166,0,0,0,0,0,165,3,0.8624229999999999,2,0.200000,50,3,1
Lru,170,0,0,0,0,0,169,4,0.8624229999999999,1,0.050000,70,2,5
Lru,513,0,0,0,0,0,512,19,0.8624229999999999,1,0.050000,30,5,4
Lru,392,0,0,0,0,2,389,7,0.8624229999999999,4,0.200000,40,5,5
Lru,164,0,0,0,0,0,163,0,0.8624229999999999,1,0.100000,20,3,4
Lru,173,0,0,0,0,0,172,3,0.8624229999999999,2,0.250000,80,1,5
Lru,957,0,0,0,0,2,954,62,0.8624229999999999,5,0.100000,20,4,1
Lru,162,0,0,0,0,0,161,2,0.8624229999999999,1,0.150000,100,3,5
Lru,171,0,0,0,0,0,170,3,0.8624229999999999,5,0.050000,20,4,4
Lru,186,0,0,0,0,0,185,7,0.8624229999999999,2,0.250000,30,4,1
Lru,162,0,0,0,0,0,161,0,0.8624229999999999,5,0.150000,50,4,2
Lru,171,0,0,0,0,0,170,0,0.8624229999999999,5,0.100000,50,5,1
Lru,171,0,0,0,0,0,170,3,0.8624229999999999,4,0.050000,40,5,4
Lru,165,0,0,0,0,0,164,5,0.8624229999999999,5,0.200000,80,2,1
Lru,158,0,0,0,0,0,157,0,0.8624229999999999,2,0.150000,40,1,5
Lru,538,0,0,0,0,3,534,25,0.8624229999999999,5,0.100000,70,1,4
Lru,166,0,0,0,0,0,165,0,0.8624229999999999,1,0.050000,60,1,4
Lru,969,0,0,0,0,0,968,68,0.8624229999999999,2,0.250000,40,1,1
Lru,165,0,0,0,0,0,164,0,0.8624229999999999,5,0.100000,10,3,2
Lru,171,0,0,0,0,0,170,4,0.8624229999999999,5,0.050000,70,5,5
Lru,172,0,0,0,0,1,170,4,0.8624229999999999,5,0.200000,110,3,5
Lru,535,0,0,0,0,4,530,18,0.8624229999999999,2,0.250000,100,4,3
Lru,161,0,0,0,0,0,160,1,0.8624229999999999,1,0.100000,50,5,3
Lru,178,0,0,0,0,1,176,4,0.8624229999999999,4,0.050000,90,2,5
Lru,199,0,0,0,0,0,198,5,0.8624229999999999,2,0.250000,120,4,1
Lru,169,0,0,0,0,1,167,0,0.8624229999999999,4,0.150000,120,4,1
Lru,179,0,0,0,0,0,178,6,0.8624229999999999,4,0.150000,130,5,2
Lru,207,0,0,0,0,0,206,5,0.8624229999999999,5,0.250000,70,2,3
Lru,172,0,0,0,0,0,171,6,0.8624229999999999,3,0.100000,110,4,4
Lru,163,0,0,0,0,1,161,4,0.8624229999999999,2,0.150000,30,1,3
Lru,168,0,0,0,0,1,166,3,0.8624229999999999,5,0.200000,10,5,5
Lru,163,0,0,0,0,0,162,5,0.8624229999999999,3,0.150000,50,3,2
Lru,175,0,0,0,0,0,174,4,0.8624229999999999,3,0.100000,60,3,1
Lru,166,0,0,0,0,0,165,0,0.8624229999999999,1,0.050000,80,3,1
Lru,168,0,0,0,0,0,167,3,0.8624229999999999,2,0.200000,10,2,1
Lru,159,0,0,0,0,0,158,4,0.8624229999999999,3,0.050000,50,5,4
Lru,165,0,0,0,0,0,164,5,0.8624229999999999,2,0.200000,120,2,1
Lru,165,0,0,0,0,0,164,3,0.8624229999999999,5,0.250000,50,4,2
Lru,157,0,0,0,0,0,156,4,0.8624229999999999,2,0.100000,120,2,1
Lru,395,0,0,0,0,0,394,11,0.8624229999999999,2,0.100000,70,4,4
Lru,184,0,0,0,0,0,183,0,0.8624229999999999,4,0.150000,70,3,2
Lru,188,0,0,0,0,0,187,3,0.8624229999999999,4,0.150000,80,1,5
Lru,189,0,0,0,0,0,188,5,0.8624229999999999,5,0.050000,100,2,4
Lru,167,0,0,0,0,0,166,4,0.8624229999999999,5,0.150000,80,5,3
Lru,168,0,0,0,0,0,167,4,0.8624229999999999,2,0.200000,100,3,2
Lru,168,0,0,0,0,0,167,5,0.8624229999999999,3,0.200000,60,1,1
Lru,170,0,0,0,0,0,169,2,0.8624229999999999,2,0.200000,100,3,5
Lru,173,0,0,0,0,0,172,3,0.8624229999999999,2,0.100000,20,5,3
Lru,210,0,0,0,0,0,209,7,0.8624229999999999,4,0.200000,130,4,1
Lru,184,0,0,0,0,0,183,0,0.8624229999999999,3,0.050000,30,3,3
Lru,164,0,0,0,0,0,163,0,0.8624229999999999,5,0.100000,70,4,1
Lru,163,0,0,0,0,0,162,1,0.8624229999999999,2,0.100000,10,4,1
Lru,226,0,0,0,0,0,225,4,0.8624229999999999,3,0.050000,60,5,4
Lru,188,0,0,0,0,0,187,6,0.8624229999999999,1,0.100000,40,1,4
Lru,170,0,0,0,0,0,169,5,0.8624229999999999,5,0.100000,10,5,1
Lru,161,0,0,0,0,0,160,4,0.8624229999999999,1,0.100000,100,1,4
Lru,172,0,0,0,0,0,171,1,0.8624229999999999,5,0.150000,130,4,4
Lru,163,0,0,0,0,0,162,0,0.8624229999999999,2,0.150000,130,1,2
Lru,610,0,0,0,0,0,609,23,0.8624229999999999,1,0.100000,90,3,3
Lru,176,0,0,0,0,0,175,5,0.8624229999999999,2,0.200000,100,4,3
Lru,656,0,0,0,0,0,655,31,0.8624229999999999,1,0.050000,20,3,5
Lru,526,0,0,0,0,0,525,20,0.8624229999999999,2,0.050000,20,1,5
Lru,159,0,0,0,0,0,158,3,0.8624229999999999,1,0.100000,80,3,3
Lru,164,0,0,0,0,0,163,1,0.8624229999999999,1,0.100000,70,2,4
Lru,172,0,0,0,0,0,171,0,0.8624229999999999,5,0.200000,20,5,3
Lru,390,0,0,0,0,1,388,11,0.8624229999999999,4,0.150000,40,5,3
Lru,194,0,0,0,0,0,193,0,0.8624229999999999,4,0.100000,90,2,5
Lru,162,0,0,0,0,0,161,0,0.8624229999999999,4,0.100000,60,5,2
Lru,173,0,0,0,0,1,171,3,0.8624229999999999,5,0.100000,100,3,2
Lru,185,0,0,0,0,1,183,5,0.8624229999999999,4,0.250000,60,1,1
Lru,174,0,0,0,0,0,173,4,0.8624229999999999,2,0.200000,30,4,1
Lru,168,0,0,0,0,0,167,5,0.8624229999999999,5,0.100000,130,1,5
Lru,171,0,0,0,0,0,170,4,0.8624229999999999,2,0.250000,90,5,1
Lru,226,0,0,0,0,0,225,6,0.8624229999999999,1,0.200000,70,4,1
Lru,168,0,0,0,0,0,167,3,0.8624229999999999,2,0.200000,70,4,3
Lru,235,0,0,0,0,0,234,0,0.8624229999999999,3,0.200000,10,1,4
Lru,505,0,0,0,0,1,503,20,0.8624229999999999,4,0.150000,90,1,3
Lru,247,0,0,0,0,0,246,7,0.8624229999999999,2,0.050000,10,5,1
Lru,173,0,0,0,0,0,172,3,0.8624229999999999,3,0.050000,20,3,2
Lru,237,0,0,0,0,0,236,6,0.8624229999999999,5,0.100000,90,1,3
Lru,197,0,0,0,0,1,195,3,0.8624229999999999,3,0.250000,70,4,3
Lru,186,0,0,0,0,0,185,4,0.8624229999999999,5,0.050000,110,5,5
Lru,191,0,0,0,0,0,190,3,0.8624229999999999,3,0.200000,110,2,2
Lru,157,0,0,0,0,0,156,0,0.8624229999999999,2,0.050000,90,3,2
Lru,179,0,0,0,0,0,178,0,0.8624229999999999,3,0.250000,50,2,5
Lru,207,0,0,0,0,1,205,4,0.8624229999999999,5,0.100000,40,4,3
Lru,238,0,0,0,0,0,237,7,0.8624229999999999,3,0.200000,90,3,1
Lru,232,0,0,0,0,1,230,2,0.8624229999999999,5,0.200000,110,2,5
Lru,176,0,0,0,0,0,175,4,0.8624229999999999,1,0.100000,90,2,5
Lru,167,0,0,0,0,0,166,1,0.8624229999999999,4,0.100000,20,5,5
Lru,192,0,0,0,0,1,190,6,0.8624229999999999,5,0.250000,110,5,5
Lru,213,0,0,0,0,0,212,4,0.8624229999999999,4,0.200000,60,4,2
Lru,159,0,0,0,0,0,158,0,0.8624229999999999,4,0.150000,100,4,1
Lru,521,0,0,0,0,2,518,24,0.8624229999999999,5,0.250000,10,5,1
Lru,217,0,0,0,0,0,216,3,0.8624229999999999,2,0.050000,110,1,2
Lru,160,0,0,0,0,0,159,2,0.8624229999999999,3,0.100000,10,3,1
Lru,176,0,0,0,0,0,175,0,0.8624229999999999,5,0.200000,110,1,5
Lru,159,0,0,0,0,0,158,0,0.8624229999999999,1,0.200000,20,2,3
Lru,275,0,0,0,0,0,274,5,0.8624229999999999,5,0.150000,10,4,5
Lru,508,0,0,0,0,2,505,16,0.8624229999999999,4,0.150000,50,4,1
Lru,191,0,0,0,0,0,190,0,0.8624229999999999,3,0.100000,110,1,5
Lru,163,0,0,0,0,0,162,0,0.8624229999999999,3,0.100000,20,1,4
Lru,162,0,0,0,0,0,161,0,0.8624229999999999,3,0.100000,120,5,5
Lru,179,0,0,0,0,0,178,0,0.8624229999999999,3,0.150000,90,1,2
Lru,158,0,0,0,0,0,157,1,0.8624229999999999,1,0.100000,20,1,1
Lru,159,0,0,0,0,0,158,4,0.8624229999999999,3,0.050000,110,3,3
Lru,580,0,0,0,0,0,579,22,0.8624229999999999,1,0.050000,70,4,3
Lru,187,0,0,0,0,0,186,3,0.8624229999999999,1,0.150000,80,5,5
Lru,208,0,0,0,0,0,207,6,0.8624229999999999,2,0.100000,90,2,4
