Eviction Algo,total_attempts, StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid max or main ranks,Final Miss Ratio,minSlabs,movingAverageParam,maxFreeMemSlabs
Lru2Q,172,171,0,0,0,0,0.66996,2,0.100000,4
Lru2Q,192,191,0,0,0,0,0.667457,0,0.100000,5
Lru2Q,167,166,0,0,0,0,0.670137,2,0.300000,1
Lru2Q,174,173,0,0,0,0,0.669673,2,0.300000,3
Lru2Q,165,164,0,0,0,0,0.672264,3,0.400000,5
Lru2Q,173,172,0,0,0,0,0.669702,5,0.450000,4
Lru2Q,174,173,0,0,0,0,0.668846,5,0.150000,1
Lru2Q,179,178,0,0,0,0,0.667015,2,0.150000,1
Lru2Q,179,178,0,0,0,0,0.66896,2,0.100000,2
Lru2Q,202,201,0,0,0,0,0.6678029999999999,4,0.050000,5
Lru2Q,174,173,0,0,0,0,0.668357,0,0.350000,1
Lru2Q,181,180,0,0,0,0,0.668012,2,0.200000,2
Lru2Q,163,0,0,0,0,162,0.70057,4,0.050000,0
Lru2Q,159,158,0,0,0,0,0.672716,0,0.200000,4
Lru2Q,171,170,0,0,0,0,0.670535,4,0.250000,3
Lru2Q,447,446,0,0,0,0,0.649065,4,0.150000,3
Lru2Q,408,407,0,0,0,0,0.6500330000000001,5,0.150000,2
Lru2Q,643,642,0,0,0,0,0.643041,5,0.200000,2
Lru2Q,178,177,0,0,0,0,0.668319,3,0.250000,1
Lru2Q,167,0,0,0,0,166,0.70057,1,0.050000,0
Lru2Q,179,178,0,0,0,0,0.6683060000000001,5,0.350000,4
Lru2Q,592,591,0,0,0,0,0.641201,1,0.400000,5
Lru2Q,167,166,0,0,0,0,0.671154,2,0.050000,2
Lru2Q,204,203,0,0,0,0,0.664999,5,0.100000,2
Lru2Q,189,188,0,0,0,0,0.6673169999999999,1,0.300000,1
Lru2Q,180,179,0,0,0,0,0.668561,3,0.300000,5
Lru2Q,165,164,0,0,0,0,0.670892,3,0.450000,3
Lru2Q,440,0,0,0,0,439,0.70057,3,0.100000,0
Lru2Q,178,177,0,0,0,0,0.6692469999999999,0,0.300000,4
Lru2Q,166,165,0,0,0,0,0.670551,1,0.400000,1
Lru2Q,164,163,0,0,0,0,0.671169,3,0.150000,3
Lru2Q,177,176,0,0,0,0,0.671225,2,0.450000,4
Lru2Q,407,406,0,0,0,0,0.650524,5,0.400000,3
Lru2Q,226,225,0,0,0,0,0.664161,4,0.050000,4
Lru2Q,191,190,0,0,0,0,0.6694629999999999,4,0.300000,5
Lru2Q,175,0,0,0,0,174,0.70057,2,0.250000,0
Lru2Q,172,171,0,0,0,0,0.669977,5,0.100000,3
Lru2Q,176,0,0,0,0,175,0.70057,2,0.400000,0
Lru2Q,173,0,0,0,0,172,0.70057,5,0.150000,0
Lru2Q,190,189,0,0,0,0,0.668347,2,0.150000,5
Lru2Q,161,160,0,0,0,0,0.6714990000000001,1,0.050000,2
