Eviction Algo,total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid class id,rDHpS < vPDHpS,improv.< minDiff,improv.< diffRatio * vPDHpS,Final Miss Ratio,minDiff,diffRatio,minSlabs,numSlabsFreeMem,minLTA,maxLTA
Sieve,317,271,0,0,0,0,25,16,11,0.649259,20,0.050000,2,2,0,0
Sieve,381,295,0,0,0,0,45,20,30,0.6391450000000001,30,0.150000,1,2,0,0
Sieve,190,189,0,0,0,0,0,0,0,0.666159,10,0.250000,1,5,0,0
Sieve,166,165,0,0,0,0,0,0,0,0.678604,90,0.150000,4,3,0,0
Sieve,165,164,0,0,0,0,0,0,0,0.679505,40,0.250000,5,3,0,0
Sieve,160,159,0,0,0,0,0,0,0,0.6746369999999999,10,0.150000,1,3,0,0
Sieve,164,163,0,0,0,0,0,0,0,0.679595,70,0.150000,3,1,0,0
Sieve,153,152,0,0,0,0,0,0,0,0.681835,60,0.100000,3,2,0,0
Sieve,211,210,0,0,0,0,0,0,0,0.664199,30,0.250000,3,5,0,0
Sieve,596,195,0,0,0,0,384,16,0,0.6285780000000001,100,0.100000,4,4,0,0
Sieve,170,169,0,0,0,0,0,0,0,0.675528,100,0.200000,5,4,0,0
Sieve,163,162,0,0,0,0,0,0,0,0.6740999999999999,40,0.100000,4,5,0,0
Sieve,151,150,0,0,0,0,0,0,0,0.6786840000000001,60,0.100000,2,5,0,0
Sieve,163,162,0,0,0,0,0,0,0,0.680814,30,0.050000,4,4,0,0
Sieve,168,167,0,0,0,0,0,0,0,0.6747000000000001,70,0.150000,1,2,0,0
Sieve,174,173,0,0,0,0,0,0,0,0.680164,60,0.200000,1,3,0,0
Sieve,162,161,0,0,0,0,0,0,0,0.672926,70,0.150000,1,5,0,0
Sieve,338,239,0,0,0,0,69,29,11,0.6522220000000001,70,0.050000,4,2,0,0
Sieve,161,160,0,0,0,0,0,0,0,0.675164,60,0.050000,4,1,0,0
Sieve,164,163,0,0,0,0,0,0,0,0.670177,10,0.100000,1,3,0,0
Sieve,159,158,0,0,0,0,0,0,0,0.6808270000000001,90,0.100000,2,4,0,0
Sieve,173,172,0,0,0,0,0,0,0,0.674596,60,0.250000,4,5,0,0
Sieve,156,155,0,0,0,0,0,0,0,0.678554,50,0.200000,2,4,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.6800999999999999,10,0.050000,5,1,0,0
Sieve,201,200,0,0,0,0,0,0,0,0.663584,70,0.150000,4,1,0,0
Sieve,177,176,0,0,0,0,0,0,0,0.669618,60,0.250000,4,2,0,0
Sieve,193,192,0,0,0,0,0,0,0,0.662238,10,0.200000,1,4,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.686137,90,0.250000,3,3,0,0
Sieve,191,190,0,0,0,0,0,0,0,0.6668529999999999,20,0.100000,2,4,0,0
Sieve,204,203,0,0,0,0,0,0,0,0.669763,90,0.150000,1,5,0,0
Sieve,177,176,0,0,0,0,0,0,0,0.677802,90,0.150000,1,3,0,0
Sieve,156,155,0,0,0,0,0,0,0,0.6776530000000001,10,0.200000,3,3,0,0
Sieve,164,163,0,0,0,0,0,0,0,0.671542,30,0.050000,4,1,0,0
Sieve,153,152,0,0,0,0,0,0,0,0.676748,40,0.050000,1,3,0,0
Sieve,456,236,0,0,0,0,204,14,6,0.634868,40,0.100000,3,2,0,0
Sieve,215,213,0,0,0,0,0,1,0,0.668775,70,0.250000,1,2,0,0
Sieve,159,158,0,0,0,0,0,0,0,0.680288,10,0.150000,1,4,0,0
Sieve,153,152,0,0,0,0,0,0,0,0.6834450000000001,30,0.200000,2,2,0,0
Sieve,165,164,0,0,0,0,0,0,0,0.669459,90,0.050000,4,1,0,0
Sieve,456,268,0,0,0,0,41,6,146,0.63253,10,0.250000,1,2,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.6845019999999999,90,0.150000,5,5,0,0
Sieve,156,155,0,0,0,0,0,0,0,0.684361,10,0.200000,1,2,0,0
Sieve,170,169,0,0,0,0,0,0,0,0.6757770000000001,90,0.200000,5,2,0,0
Sieve,158,157,0,0,0,0,0,0,0,0.6774279999999999,20,0.150000,4,2,0,0
Sieve,174,173,0,0,0,0,0,0,0,0.671045,80,0.100000,4,3,0,0
Sieve,152,151,0,0,0,0,0,0,0,0.67764,60,0.250000,1,2,0,0
Sieve,192,191,0,0,0,0,0,0,0,0.6617310000000001,20,0.150000,1,3,0,0
Sieve,487,195,0,0,0,0,237,12,46,0.63071,100,0.250000,4,3,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.6805840000000001,60,0.200000,5,2,0,0
Sieve,377,249,0,0,0,0,60,60,36,0.643975,90,0.250000,3,4,0,0
Sieve,195,194,0,0,0,0,0,0,0,0.665728,30,0.200000,1,4,0,0
Sieve,180,179,0,0,0,0,0,0,0,0.671923,90,0.150000,4,1,0,0
Sieve,161,160,0,0,0,0,0,0,0,0.6790769999999999,60,0.050000,3,4,0,0
Sieve,185,184,0,0,0,0,0,0,0,0.6643490000000001,30,0.150000,4,3,0,0
Sieve,149,148,0,0,0,0,0,0,0,0.682103,30,0.250000,1,3,0,0
Sieve,157,156,0,0,0,0,0,0,0,0.679068,50,0.100000,3,5,0,0
Sieve,172,171,0,0,0,0,0,0,0,0.6759390000000001,20,0.150000,5,4,0,0
Sieve,165,164,0,0,0,0,0,0,0,0.6741900000000001,80,0.150000,4,5,0,0
Sieve,173,172,0,0,0,0,0,0,0,0.670167,60,0.250000,2,4,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.6825019999999999,40,0.100000,3,4,0,0
Sieve,168,167,0,0,0,0,0,0,0,0.6836340000000001,90,0.050000,4,4,0,0
Sieve,422,241,0,0,0,0,163,17,5,0.640876,20,0.050000,4,1,0,0
Sieve,154,153,0,0,0,0,0,0,0,0.6797230000000001,20,0.100000,1,3,0,0
Sieve,161,160,0,0,0,0,0,0,0,0.674415,80,0.100000,1,3,0,0
Sieve,391,304,0,0,0,0,22,44,43,0.6462870000000001,50,0.150000,1,5,0,0
Sieve,158,157,0,0,0,0,0,0,0,0.6775599999999999,90,0.200000,5,5,0,0
Sieve,202,196,0,0,0,0,5,0,0,0.664899,40,0.050000,5,4,0,0
Sieve,156,155,0,0,0,0,0,0,0,0.683214,40,0.250000,4,2,0,0
Sieve,156,155,0,0,0,0,0,0,0,0.6796789999999999,40,0.200000,5,5,0,0
Sieve,155,154,0,0,0,0,0,0,0,0.680525,50,0.150000,4,2,0,0
Sieve,202,195,0,0,0,0,5,1,0,0.6634169999999999,100,0.150000,5,4,0,0
Sieve,228,227,0,0,0,0,0,0,0,0.658255,10,0.050000,2,1,0,0
Sieve,167,166,0,0,0,0,0,0,0,0.678075,100,0.100000,3,3,0,0
Sieve,170,169,0,0,0,0,0,0,0,0.6750590000000001,90,0.200000,2,1,0,0
Sieve,171,170,0,0,0,0,0,0,0,0.679829,40,0.150000,1,4,0,0
Sieve,163,162,0,0,0,0,0,0,0,0.6809270000000001,20,0.150000,5,2,0,0
Sieve,172,171,0,0,0,0,0,0,0,0.669968,80,0.050000,5,1,0,0
Sieve,158,157,0,0,0,0,0,0,0,0.6811940000000001,80,0.050000,2,1,0,0
Sieve,158,157,0,0,0,0,0,0,0,0.675179,30,0.150000,3,1,0,0
Sieve,147,146,0,0,0,0,0,0,0,0.688995,20,0.200000,4,5,0,0
Sieve,155,154,0,0,0,0,0,0,0,0.675987,40,0.150000,1,5,0,0
Sieve,162,161,0,0,0,0,0,0,0,0.6708879999999999,80,0.150000,4,3,0,0
Sieve,172,171,0,0,0,0,0,0,0,0.674107,90,0.150000,2,3,0,0
Sieve,149,148,0,0,0,0,0,0,0,0.6853,30,0.150000,2,5,0,0
Sieve,167,166,0,0,0,0,0,0,0,0.6786490000000001,10,0.100000,5,4,0,0
Sieve,157,156,0,0,0,0,0,0,0,0.674129,80,0.250000,2,4,0,0
Sieve,159,158,0,0,0,0,0,0,0,0.677108,40,0.200000,4,3,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.687683,70,0.150000,2,2,0,0
Sieve,159,158,0,0,0,0,0,0,0,0.6784760000000001,60,0.050000,5,3,0,0
Sieve,155,154,0,0,0,0,0,0,0,0.680896,10,0.150000,4,2,0,0
Sieve,773,222,0,0,0,0,520,13,24,0.6189990000000001,40,0.200000,2,1,0,0
Sieve,640,186,0,0,0,0,453,0,0,0.624681,50,0.100000,5,4,0,0
Sieve,174,173,0,0,0,0,0,0,0,0.6752199999999999,70,0.100000,2,3,0,0
Sieve,388,274,0,0,0,0,45,50,53,0.6341399999999999,50,0.250000,2,2,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.681067,100,0.200000,2,2,0,0
Sieve,151,150,0,0,0,0,0,0,0,0.6781200000000001,20,0.100000,4,4,0,0
Sieve,155,154,0,0,0,0,0,0,0,0.676939,90,0.100000,4,4,0,0
Sieve,165,164,0,0,0,0,0,0,0,0.675747,60,0.100000,5,5,0,0
Sieve,162,161,0,0,0,0,0,0,0,0.678442,100,0.150000,3,1,0,0
Sieve,153,152,0,0,0,0,0,0,0,0.679808,70,0.250000,2,3,0,0
Sieve,155,154,0,0,0,0,0,0,0,0.6846,20,0.100000,4,5,0,0
Sieve,150,149,0,0,0,0,0,0,0,0.6851700000000001,70,0.250000,1,4,0,0
Sieve,156,155,0,0,0,0,0,0,0,0.678716,10,0.050000,4,2,0,0
Sieve,515,245,0,0,0,0,179,85,32,0.629624,100,0.150000,3,5,0,0
Sieve,159,158,0,0,0,0,0,0,0,0.677617,80,0.200000,5,2,0,0
Sieve,157,156,0,0,0,0,0,0,0,0.680626,90,0.200000,3,4,0,0
Sieve,157,156,0,0,0,0,0,0,0,0.682767,30,0.150000,5,5,0,0
Sieve,165,164,0,0,0,0,0,0,0,0.680026,90,0.100000,5,4,0,0
Sieve,179,178,0,0,0,0,0,0,0,0.670248,40,0.150000,5,5,0,0
Sieve,175,174,0,0,0,0,0,0,0,0.671434,100,0.100000,3,2,0,0
Sieve,173,172,0,0,0,0,0,0,0,0.671926,50,0.100000,5,5,0,0
Sieve,173,172,0,0,0,0,0,0,0,0.671334,100,0.150000,1,4,0,0
Sieve,184,183,0,0,0,0,0,0,0,0.667841,80,0.200000,5,3,0,0
Sieve,157,156,0,0,0,0,0,0,0,0.680415,90,0.150000,4,4,0,0
Sieve,430,275,0,0,0,0,57,65,60,0.637606,80,0.100000,2,3,0,0
