Eviction Algo,total_attempts, StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid max or main ranks,Final Miss Ratio,minSlabs,movingAverageParam,maxFreeMemSlabs
Lru2Q,110,109,9,0,0,0,0.195797,1,0.100000,2
Lru2Q,377,376,8,0,0,0,0.215333,2,0.050000,5
Lru2Q,419,8,8,0,0,410,0.28593199999999996,5,0.300000,4
Lru2Q,105,104,9,0,0,0,0.19628500000000004,1,0.350000,4
Lru2Q,325,8,9,0,0,316,0.30110499999999996,5,0.100000,3
Lru2Q,111,106,8,0,0,4,0.24552799999999997,3,0.250000,5
Lru2Q,135,7,8,0,0,127,0.301165,5,0.150000,3
Lru2Q,126,0,8,0,0,125,0.323732,0,0.150000,0
Lru2Q,372,370,7,0,0,1,0.201341,1,0.250000,2
Lru2Q,115,8,8,0,0,106,0.30115400000000003,5,0.450000,2
Lru2Q,112,111,8,0,0,0,0.21142499999999997,2,0.200000,4
Lru2Q,117,7,8,0,0,109,0.30117400000000005,5,0.050000,3
Lru2Q,124,0,9,0,0,123,0.32420400000000005,0,0.050000,0
Lru2Q,108,107,9,0,0,0,0.195585,1,0.350000,3
Lru2Q,115,114,9,0,0,0,0.221094,2,0.250000,2
Lru2Q,287,7,9,0,0,279,0.30108100000000004,5,0.300000,5
Lru2Q,115,102,9,0,0,12,0.26386299999999996,3,0.100000,3
Lru2Q,403,400,9,0,0,2,0.23745300000000003,2,0.200000,2
Lru2Q,111,110,9,0,0,0,0.22304900000000005,2,0.150000,2
Lru2Q,118,0,7,0,0,117,0.30368399999999995,0,0.200000,0
Lru2Q,137,120,9,0,0,16,0.26338799999999996,3,0.200000,5
Lru2Q,121,7,7,0,0,113,0.301007,5,0.250000,1
Lru2Q,136,7,9,0,0,128,0.32418199999999997,5,0.250000,4
Lru2Q,398,397,9,0,0,0,0.203727,1,0.400000,4
Lru2Q,117,11,8,0,0,105,0.28572299999999995,4,0.100000,4
Lru2Q,132,0,9,0,0,131,0.324203,5,0.100000,0
Lru2Q,108,107,9,0,0,0,0.19565500000000002,1,0.400000,5
Lru2Q,114,9,9,0,0,104,0.301206,4,0.250000,1
Lru2Q,260,0,9,0,0,259,0.324199,2,0.300000,0
Lru2Q,136,135,9,0,0,0,0.22270299999999998,2,0.400000,2
Lru2Q,120,10,9,0,0,109,0.30118999999999996,4,0.350000,3
Lru2Q,133,0,9,0,0,132,0.324202,1,0.350000,0
Lru2Q,119,9,9,0,0,109,0.30910499999999996,4,0.350000,2
Lru2Q,126,0,8,0,0,125,0.323735,3,0.150000,0
Lru2Q,152,0,9,0,0,151,0.32420099999999996,2,0.400000,0
Lru2Q,112,111,8,0,0,0,0.19603099999999996,1,0.050000,4
Lru2Q,551,497,7,0,0,53,0.25054299999999996,3,0.100000,2
Lru2Q,159,7,9,0,0,151,0.30120100000000005,5,0.300000,2
Lru2Q,113,112,9,0,0,0,0.19598700000000002,1,0.300000,2
Lru2Q,116,104,9,0,0,11,0.260883,3,0.200000,2
Lru2Q,100,99,8,0,0,0,0.19454800000000005,1,0.150000,3
Lru2Q,123,10,9,0,0,112,0.30118100000000003,4,0.250000,3
Lru2Q,305,304,9,0,0,0,0.224001,2,0.150000,5
Lru2Q,134,133,9,0,0,0,0.19554800000000006,1,0.200000,5
Lru2Q,176,0,9,0,0,175,0.32420000000000004,1,0.400000,0
