Eviction Algo,total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,vPTA < rTA,improv. < minTailAgeDifference,improv. < diffRatio * vPTA,Final Miss Ratio,minSlabs,tailAgeDifferenceRatio,minTailAgeDifference,numSlabsFreeMem,slabProjectionLength
Lru,291,0,9,0,0,0,281,7,0.34118899999999996,1,0.200000,50,2,4
Lru,268,0,8,0,0,0,7,0,0.33691099999999996,5,0.100000,100,3,4
Lru,139,0,8,0,0,0,3,0,0.336912,5,0.050000,70,5,4
Lru,118,0,8,0,0,0,109,1,0.338144,4,0.100000,80,2,4
Lru,170,0,8,0,0,0,161,0,0.387699,2,0.050000,130,1,5
Lru,130,0,7,0,0,0,122,0,0.35952300000000004,3,0.250000,110,1,4
Lru,384,0,8,0,0,0,375,9,0.38116099999999997,2,0.050000,70,1,3
Lru,122,0,8,0,0,0,113,2,0.415064,1,0.250000,60,1,4
Lru,115,0,8,0,0,0,2,0,0.336912,5,0.150000,90,3,4
Lru,117,0,8,0,0,0,2,0,0.33691000000000004,5,0.050000,40,3,5
Lru,136,0,7,0,0,0,128,1,0.337546,4,0.100000,40,4,3
Lru,438,0,8,0,0,0,429,9,0.33813499999999996,4,0.200000,40,3,4
Lru,118,0,9,0,0,1,107,0,0.33779899999999996,4,0.050000,90,5,4
Lru,114,0,8,0,0,0,2,0,0.33691000000000004,5,0.100000,100,4,1
Lru,127,0,8,0,0,0,118,1,0.338144,4,0.050000,90,4,5
Lru,124,0,8,0,0,0,115,0,0.360811,3,0.100000,80,2,5
Lru,154,0,7,0,0,0,146,3,0.33753900000000003,4,0.150000,110,3,1
Lru,369,0,8,0,0,0,8,0,0.33691099999999996,5,0.150000,90,1,2
Lru,121,0,8,0,0,0,112,2,0.35922,3,0.200000,60,2,1
Lru,117,0,8,0,0,0,108,0,0.33813899999999997,4,0.100000,40,2,2
Lru,113,0,8,0,0,0,2,0,0.33691000000000004,5,0.250000,90,1,1
Lru,120,0,7,0,0,0,112,0,0.35922699999999996,3,0.100000,20,3,1
Lru,128,0,8,0,0,0,119,0,0.338147,4,0.050000,40,3,3
Lru,116,0,8,0,0,0,2,0,0.33691000000000004,5,0.200000,40,1,3
Lru,123,0,8,0,0,0,114,0,0.35877499999999996,3,0.100000,110,5,2
Lru,125,0,7,0,0,0,117,0,0.359236,3,0.050000,120,5,5
Lru,118,0,7,0,0,0,110,0,0.35922699999999996,3,0.200000,20,2,2
Lru,121,0,9,0,0,0,2,0,0.33752499999999996,5,0.050000,110,2,5
Lru,129,0,8,0,0,0,2,0,0.33691000000000004,5,0.200000,20,3,4
Lru,119,0,8,0,0,0,110,0,0.38716399999999995,2,0.250000,80,3,5
Lru,122,0,8,0,0,0,113,0,0.33814599999999995,4,0.200000,60,3,4
Lru,426,0,8,0,0,0,417,15,0.369177,1,0.200000,50,4,2
Lru,124,0,8,0,0,0,115,2,0.359225,3,0.050000,20,1,1
Lru,654,0,9,0,0,0,644,0,0.415578,1,0.050000,120,2,5
Lru,462,0,9,0,0,0,452,13,0.38710999999999995,2,0.200000,70,3,5
Lru,144,0,8,0,0,0,135,2,0.359217,3,0.200000,30,3,2
Lru,147,0,8,0,0,0,3,0,0.33691000000000004,5,0.050000,70,3,2
Lru,128,0,8,0,0,0,119,0,0.415048,1,0.150000,100,5,3
Lru,120,0,8,0,0,0,2,0,0.33691099999999996,5,0.150000,120,1,2
Lru,155,0,9,0,0,0,145,0,0.414628,1,0.100000,80,2,2
Lru,129,0,8,0,0,0,120,0,0.33814599999999995,4,0.250000,130,2,3
Lru,119,0,8,0,0,0,110,1,0.359452,3,0.100000,80,2,3
Lru,125,0,8,0,0,0,116,0,0.360822,3,0.150000,90,3,5
Lru,119,0,8,0,0,0,110,1,0.387031,2,0.050000,70,3,2
Lru,143,0,8,0,0,0,134,3,0.35946199999999995,3,0.250000,40,3,5
Lru,429,0,9,0,0,0,419,5,0.38292499999999996,2,0.250000,100,3,2
Lru,119,0,7,0,0,0,111,2,0.337546,4,0.200000,130,1,1
Lru,175,0,8,0,0,0,166,0,0.387022,2,0.250000,60,5,2
Lru,155,0,7,0,0,0,147,0,0.414544,1,0.150000,80,1,5
Lru,147,0,8,0,0,0,138,0,0.359217,3,0.250000,10,1,2
Lru,134,0,8,0,0,0,125,1,0.38368500000000005,2,0.200000,80,5,2
Lru,125,0,8,0,0,0,2,0,0.33691099999999996,5,0.200000,120,4,1
Lru,160,0,8,0,0,0,3,0,0.33691000000000004,5,0.100000,50,1,1
Lru,603,0,8,0,0,0,13,1,0.336913,5,0.100000,130,2,3
Lru,136,0,7,0,0,0,2,0,0.31687200000000004,5,0.050000,60,1,2
Lru,138,0,8,0,0,0,129,2,0.415049,1,0.050000,110,2,4
Lru,398,0,8,0,0,0,7,0,0.33691000000000004,5,0.100000,100,1,1
Lru,126,0,9,0,0,0,3,0,0.33752400000000005,5,0.250000,50,2,3
Lru,124,0,8,0,0,0,115,0,0.38716700000000004,2,0.150000,110,3,3
Lru,127,0,8,0,0,0,118,0,0.415056,1,0.250000,80,4,2
Lru,117,0,7,0,0,0,109,0,0.359136,3,0.100000,120,3,1
Lru,340,0,8,0,0,0,8,0,0.336913,5,0.150000,120,3,4
Lru,112,0,7,0,0,0,104,0,0.33753500000000003,4,0.250000,70,1,2
Lru,116,0,7,0,0,0,108,1,0.359128,3,0.150000,120,5,1
Lru,146,0,7,0,0,0,138,3,0.33816,4,0.100000,30,2,4
Lru,151,0,8,0,0,0,142,1,0.33813899999999997,4,0.150000,50,2,4
Lru,133,0,8,0,0,0,124,1,0.359449,3,0.200000,100,2,4
Lru,133,0,8,0,0,0,2,0,0.33691099999999996,5,0.200000,120,2,3
Lru,147,0,7,0,0,0,139,0,0.359518,3,0.250000,70,5,3
Lru,391,0,9,0,0,0,381,9,0.34118800000000005,1,0.100000,100,5,4
Lru,135,0,8,0,0,0,2,0,0.336912,5,0.250000,90,4,3
Lru,124,0,8,0,0,0,115,1,0.359225,3,0.200000,70,4,3
Lru,125,0,8,0,0,0,116,0,0.33814,4,0.250000,40,5,4
Lru,114,0,7,0,0,0,106,3,0.359233,3,0.050000,10,1,3
Lru,120,0,8,0,0,0,111,0,0.387698,2,0.100000,110,5,5
Lru,154,0,8,0,0,0,145,1,0.415056,1,0.050000,100,1,4
Lru,113,0,7,0,0,0,105,0,0.33753999999999995,4,0.200000,110,5,1
Lru,130,0,8,0,0,0,121,2,0.38716799999999996,2,0.150000,90,4,5
Lru,151,0,8,0,0,0,3,0,0.33691000000000004,5,0.050000,60,2,2
Lru,137,0,8,0,0,0,128,0,0.38702099999999995,2,0.050000,70,2,1
Lru,129,0,7,0,0,0,121,2,0.35923700000000003,3,0.200000,120,2,3
Lru,128,0,8,0,0,0,119,1,0.411489,1,0.100000,120,4,3
Lru,131,0,8,0,0,0,122,2,0.387031,2,0.100000,30,2,2
Lru,136,0,8,0,0,0,127,1,0.35946599999999995,3,0.100000,130,5,5
Lru,135,0,7,0,0,0,127,0,0.35921400000000003,3,0.050000,30,2,4
Lru,124,0,8,0,0,0,115,1,0.359453,3,0.200000,50,1,5
Lru,120,0,8,0,0,0,111,1,0.33814599999999995,4,0.150000,10,5,3
Lru,136,0,8,0,0,0,127,1,0.387165,2,0.050000,30,5,3
Lru,112,0,8,0,0,0,2,0,0.336912,5,0.100000,100,4,2
Lru,114,0,8,0,0,0,105,1,0.338144,4,0.250000,60,1,2
Lru,126,0,8,0,0,0,117,1,0.337724,4,0.050000,100,3,4
Lru,129,0,8,0,0,0,120,0,0.387165,2,0.100000,80,4,5
Lru,220,0,9,0,0,0,210,2,0.422705,1,0.050000,40,1,4
Lru,127,0,8,0,0,0,118,0,0.33814599999999995,4,0.100000,20,1,5
Lru,295,0,9,0,0,0,285,6,0.360278,3,0.200000,90,5,5
Lru,126,0,8,0,0,0,2,0,0.33691000000000004,5,0.050000,120,4,1
Lru,139,0,8,0,0,0,130,2,0.41505099999999995,1,0.050000,10,3,5
Lru,117,0,8,0,0,0,108,2,0.387165,2,0.200000,50,1,2
Lru,121,0,8,0,0,0,112,0,0.387042,2,0.050000,110,3,1
Lru,187,0,7,0,0,0,179,3,0.337538,4,0.200000,40,2,2
Lru,118,0,7,0,0,0,110,0,0.337537,4,0.250000,50,2,1
Lru,146,0,8,0,0,0,137,0,0.38702400000000003,2,0.200000,10,4,2
Lru,144,0,8,0,0,0,135,0,0.41505499999999995,1,0.250000,100,3,5
Lru,136,0,8,0,0,0,3,0,0.33691000000000004,5,0.050000,80,2,2
Lru,129,0,8,0,0,0,120,1,0.41504700000000005,1,0.200000,10,4,4
Lru,120,0,8,0,0,0,111,0,0.415119,1,0.050000,20,3,3
Lru,127,0,8,0,0,0,118,1,0.35922200000000004,3,0.050000,60,5,2
Lru,155,0,8,0,0,0,146,1,0.338141,4,0.050000,30,1,3
Lru,119,0,7,0,0,0,111,0,0.338151,4,0.200000,110,2,4
Lru,130,0,8,0,0,0,121,1,0.38704400000000005,2,0.150000,100,1,2
Lru,161,0,7,0,0,0,153,3,0.359216,3,0.100000,40,5,4
Lru,287,0,8,0,0,0,278,3,0.38770400000000005,2,0.200000,120,1,5
Lru,158,0,8,0,0,0,149,1,0.33814,4,0.100000,110,4,2
Lru,121,0,8,0,0,0,112,1,0.383304,2,0.200000,10,3,1
Lru,118,0,8,0,0,0,2,0,0.336912,5,0.100000,40,2,3
Lru,126,0,8,0,0,0,2,0,0.33691099999999996,5,0.250000,100,2,3
Lru,136,0,8,0,0,0,127,2,0.411451,1,0.200000,110,4,4
Lru,117,0,8,0,0,0,108,0,0.33814200000000005,4,0.250000,40,3,5
Lru,296,0,8,0,0,0,287,2,0.383301,2,0.200000,60,2,2
Lru,126,0,8,0,0,0,117,2,0.387165,2,0.050000,20,3,3
Lru,350,0,8,0,0,1,340,5,0.359209,3,0.200000,20,2,5
Lru,123,0,8,0,0,0,2,0,0.33691000000000004,5,0.150000,40,4,3
Lru,113,0,7,0,0,0,105,0,0.338148,4,0.050000,50,5,4
Lru,124,0,8,0,0,0,115,0,0.38339999999999996,2,0.200000,120,1,2
Lru,120,0,8,0,0,0,111,1,0.359221,3,0.200000,50,1,2
Lru,122,0,8,0,0,0,113,0,0.35921899999999996,3,0.100000,100,1,1
Lru,154,0,8,0,0,0,145,1,0.35923099999999997,3,0.050000,10,4,2
Lru,138,0,9,0,0,0,128,3,0.415118,1,0.150000,100,5,4
Lru,133,0,8,0,0,0,124,0,0.415056,1,0.250000,130,2,2
Lru,113,0,8,0,0,0,104,1,0.33813899999999997,4,0.150000,130,3,2
Lru,152,0,8,0,0,0,143,0,0.359221,3,0.250000,40,4,1
Lru,125,0,8,0,0,0,2,0,0.336912,5,0.100000,90,2,1
Lru,407,0,8,0,0,0,398,9,0.357193,2,0.100000,50,2,2
Lru,142,0,8,0,0,0,133,0,0.38703699999999996,2,0.050000,30,2,2
Lru,135,0,8,0,0,0,126,1,0.411427,1,0.150000,60,1,1
Lru,173,0,8,0,0,0,164,1,0.387038,2,0.100000,90,5,4
Lru,127,0,8,0,0,0,3,0,0.336912,5,0.200000,60,2,3
Lru,118,0,8,0,0,0,109,1,0.35921499999999995,3,0.050000,80,2,1
Lru,161,0,8,0,0,0,152,1,0.33814299999999997,4,0.050000,50,4,4
Lru,130,0,8,0,0,0,121,1,0.33813899999999997,4,0.200000,110,3,3
Lru,119,0,9,0,0,0,109,0,0.33779400000000004,4,0.050000,10,5,3
Lru,144,0,8,0,0,0,135,3,0.33814,4,0.050000,70,2,3
Lru,117,0,7,0,0,0,109,1,0.338147,4,0.050000,30,5,4
Lru,158,0,8,0,0,0,5,0,0.33691000000000004,5,0.250000,60,4,1
Lru,127,0,8,0,0,0,118,0,0.415122,1,0.250000,100,1,4
Lru,118,0,7,0,0,0,110,1,0.33815300000000004,4,0.200000,110,5,4
Lru,167,0,8,0,0,0,158,2,0.35922200000000004,3,0.200000,80,1,1
Lru,127,0,9,0,0,0,117,0,0.38697899999999996,2,0.150000,110,1,4
Lru,130,0,8,0,0,0,121,0,0.387471,2,0.150000,50,1,4
Lru,167,0,7,0,0,0,159,0,0.359225,3,0.100000,50,4,3
Lru,634,0,8,0,0,0,13,0,0.33691099999999996,5,0.100000,110,3,4
Lru,122,0,8,0,0,0,113,2,0.38716799999999996,2,0.100000,130,1,4
Lru,116,0,7,0,0,0,108,0,0.33816100000000004,4,0.050000,120,4,4
Lru,647,0,8,0,0,0,638,12,0.38330200000000003,2,0.050000,110,5,1
Lru,129,0,8,0,0,0,120,1,0.41504700000000005,1,0.250000,30,5,2
Lru,119,0,8,0,0,0,110,0,0.36081399999999997,3,0.150000,50,4,5
Lru,135,0,8,0,0,0,126,0,0.33771799999999996,4,0.100000,110,2,4
Lru,135,0,8,0,0,0,126,2,0.33814599999999995,4,0.050000,60,5,2
Lru,125,0,8,0,0,0,116,0,0.360812,3,0.150000,70,2,4
Lru,133,0,8,0,0,0,124,3,0.387169,2,0.100000,90,4,3
Lru,121,0,7,0,0,0,113,0,0.359233,3,0.150000,70,4,4
Lru,352,0,7,0,0,2,342,10,0.33814299999999997,4,0.100000,30,2,5
Lru,127,0,8,0,0,0,118,1,0.387031,2,0.150000,30,4,2
Lru,125,0,8,0,0,0,116,2,0.41144000000000003,1,0.200000,40,5,4
Lru,117,0,8,0,0,0,108,1,0.359221,3,0.200000,120,1,1
Lru,130,0,8,0,0,0,121,1,0.359448,3,0.050000,60,2,4
Lru,303,0,7,0,0,2,293,3,0.33817699999999995,4,0.250000,120,4,5
Lru,120,0,7,0,0,0,112,2,0.357382,3,0.200000,120,2,2
Lru,137,0,8,0,0,0,128,1,0.35946199999999995,3,0.250000,30,4,2
Lru,138,0,8,0,0,0,129,0,0.35922600000000005,3,0.050000,20,2,1
Lru,119,0,7,0,0,0,111,0,0.33753200000000005,4,0.150000,80,2,2
Lru,135,0,8,0,0,0,126,1,0.387038,2,0.150000,100,2,4
Lru,628,0,8,0,0,0,619,29,0.35882099999999995,3,0.250000,70,2,4
Lru,147,0,8,0,0,0,138,0,0.41149800000000003,1,0.200000,10,1,2
Lru,184,0,8,0,0,0,175,1,0.35946199999999995,3,0.150000,90,3,4
Lru,448,0,8,0,0,0,439,9,0.38602800000000004,2,0.150000,120,3,4
Lru,177,0,8,0,0,0,168,0,0.38702800000000004,2,0.250000,50,3,4
Lru,128,0,8,0,0,0,119,0,0.415072,1,0.250000,80,4,3
Lru,118,0,8,0,0,0,109,1,0.360819,3,0.250000,100,1,4
Lru,137,0,8,0,0,0,128,0,0.38715999999999995,2,0.050000,130,4,1
Lru,119,0,8,0,0,0,110,0,0.38155799999999995,2,0.050000,100,3,1
Lru,122,0,7,0,0,0,114,0,0.337546,4,0.050000,100,1,1
Lru,129,0,8,0,0,0,2,0,0.33691099999999996,5,0.050000,100,4,3
Lru,126,0,9,0,0,0,116,4,0.337796,4,0.250000,30,1,1
Lru,127,0,9,0,0,0,2,0,0.337526,5,0.200000,30,5,3
Lru,126,0,8,0,0,0,117,3,0.387031,2,0.050000,60,1,2
Lru,147,0,8,0,0,0,138,0,0.41505400000000003,1,0.100000,50,5,2
Lru,125,0,7,0,0,0,117,0,0.35951299999999997,3,0.100000,10,5,3
Lru,120,0,8,0,0,0,111,0,0.38716300000000003,2,0.200000,10,3,5
Lru,117,0,7,0,0,0,109,3,0.35922299999999996,3,0.050000,10,4,1
Lru,505,0,8,0,0,0,496,13,0.35884400000000005,3,0.250000,90,1,5
Lru,120,0,7,0,0,0,112,0,0.35922699999999996,3,0.250000,100,5,3
Lru,573,0,7,0,0,0,11,2,0.31687200000000004,5,0.150000,60,1,3
Lru,137,0,8,0,0,0,128,1,0.359464,3,0.100000,60,2,3
Lru,127,0,8,0,0,0,118,0,0.415061,1,0.050000,110,4,2
Lru,142,0,8,0,0,0,133,0,0.387161,2,0.050000,80,3,3
Lru,127,0,8,0,0,0,118,0,0.411489,1,0.050000,50,1,3
Lru,124,0,9,0,0,0,114,0,0.4184,1,0.150000,110,3,5
Lru,122,0,8,0,0,0,113,0,0.41512000000000004,1,0.050000,10,3,3
Lru,455,0,8,0,0,0,446,0,0.41458700000000004,1,0.150000,80,1,3
Lru,136,0,7,0,0,0,128,1,0.35922600000000005,3,0.150000,70,1,2
Lru,138,0,8,0,0,0,129,0,0.387177,2,0.050000,80,2,4
Lru,121,0,8,0,0,0,112,0,0.38716700000000004,2,0.250000,30,2,4
Lru,133,0,7,0,0,0,125,1,0.35950000000000004,3,0.050000,60,1,5
Lru,147,0,8,0,0,0,138,2,0.41142999999999996,1,0.100000,100,3,1
Lru,335,0,7,0,0,0,8,0,0.31687200000000004,5,0.050000,60,3,1
Lru,124,0,8,0,0,0,115,2,0.38703,2,0.050000,80,5,4
Lru,120,0,8,0,0,0,111,1,0.35946599999999995,3,0.050000,130,5,3
Lru,141,0,8,0,0,0,132,0,0.38704000000000005,2,0.150000,110,5,2
Lru,119,0,9,0,0,0,109,0,0.33779499999999996,4,0.100000,40,2,5
Lru,123,0,8,0,0,0,114,1,0.35920700000000005,3,0.200000,60,4,1
Lru,133,0,8,0,0,0,2,0,0.336912,5,0.050000,60,5,2
Lru,117,0,8,0,0,0,2,0,0.336912,5,0.150000,80,5,1
Lru,438,0,8,0,0,0,429,11,0.369173,1,0.050000,100,1,2
Lru,134,0,8,0,0,0,125,0,0.411439,1,0.250000,40,5,2
Lru,149,0,9,0,0,0,139,2,0.359646,3,0.150000,30,1,4
Lru,145,0,7,0,0,0,137,4,0.33753999999999995,4,0.050000,20,1,2
Lru,126,0,8,0,0,0,2,0,0.33691000000000004,5,0.150000,120,3,5
Lru,113,0,8,0,0,0,104,3,0.338144,4,0.150000,110,2,4
Lru,119,0,7,0,0,0,111,1,0.33815300000000004,4,0.200000,10,3,5
Lru,119,0,8,0,0,0,110,2,0.387162,2,0.050000,100,5,4
Lru,114,0,9,0,0,0,2,0,0.33752499999999996,5,0.100000,10,4,5
Lru,118,0,8,0,0,0,109,0,0.33814200000000005,4,0.150000,80,5,5
Lru,124,0,8,0,0,0,2,0,0.33691099999999996,5,0.200000,40,3,2
Lru,127,0,8,0,0,0,118,2,0.33813899999999997,4,0.050000,130,3,4
Lru,128,0,8,0,0,0,119,1,0.359468,3,0.150000,70,3,5
Lru,120,0,8,0,0,0,2,0,0.336912,5,0.100000,100,5,4
Lru,348,0,9,0,0,0,7,0,0.337484,5,0.100000,20,4,5
Lru,113,0,8,0,0,0,104,1,0.35922699999999996,3,0.250000,80,3,1
Lru,122,0,7,0,0,0,114,0,0.337537,4,0.200000,80,5,1
Lru,119,0,8,0,0,0,110,0,0.387165,2,0.150000,120,4,4
Lru,123,0,8,0,0,0,2,0,0.33691000000000004,5,0.100000,130,3,5
Lru,132,0,8,0,0,0,123,1,0.38339500000000004,2,0.100000,110,5,2
Lru,122,0,8,0,0,0,113,0,0.38715999999999995,2,0.100000,30,1,3
Lru,125,0,8,0,0,0,116,0,0.411435,1,0.200000,10,5,1
Lru,133,0,8,0,0,0,124,0,0.38769299999999995,2,0.200000,90,2,5
Lru,116,0,8,0,0,0,2,0,0.33691000000000004,5,0.150000,40,5,5
Lru,172,0,8,0,0,0,163,0,0.415076,1,0.100000,60,3,3
Lru,123,0,9,0,0,0,113,0,0.387227,2,0.050000,100,5,3
Lru,118,0,8,0,0,0,2,0,0.33691000000000004,5,0.150000,50,1,2
Lru,161,0,8,0,0,0,3,0,0.33691099999999996,5,0.250000,120,3,3
Lru,130,0,8,0,0,0,121,2,0.38748000000000005,2,0.050000,40,1,5
