Eviction Algo,total_attempts, StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid max or main ranks,Final Miss Ratio,minSlabs,movingAverageParam,maxFreeMemSlabs
Lru2Q,330,329,3,0,0,0,0.036135999999999946,5,0.100000,3
Lru2Q,80,79,3,0,0,0,0.04016699999999995,1,0.350000,4
Lru2Q,296,295,3,0,0,0,0.036553999999999975,1,0.250000,2
Lru2Q,303,302,3,0,0,0,0.03695700000000002,2,0.050000,5
Lru2Q,292,291,3,0,0,0,0.036685999999999996,5,0.300000,4
Lru2Q,84,83,3,0,0,0,0.039915000000000034,3,0.250000,5
Lru2Q,84,83,3,0,0,0,0.03999799999999998,1,0.100000,2
Lru2Q,87,86,3,0,0,0,0.03971800000000003,5,0.150000,3
Lru2Q,90,0,3,0,0,89,0.06861600000000001,0,0.150000,0
Lru2Q,80,79,3,0,0,0,0.039980000000000016,5,0.250000,1
Lru2Q,348,461,161,0,0,0,0.03636600000000001,0,0.100000,1
Lru2Q,89,88,3,0,0,0,0.040285000000000015,2,0.200000,4
Lru2Q,78,77,3,0,0,0,0.04000099999999995,5,0.050000,3
Lru2Q,84,83,3,0,0,0,0.03965300000000005,4,0.100000,4
Lru2Q,416,544,195,0,0,0,0.03747800000000001,0,0.150000,3
Lru2Q,81,80,3,0,0,0,0.03983999999999999,5,0.450000,2
Lru2Q,307,392,140,0,0,0,0.038336999999999954,0,0.350000,4
Lru2Q,253,313,112,0,0,0,0.03848099999999999,0,0.450000,4
Lru2Q,91,90,3,0,0,0,0.03957100000000002,2,0.150000,2
Lru2Q,85,0,3,0,0,84,0.06861799999999996,0,0.050000,0
Lru2Q,82,81,3,0,0,0,0.039932999999999996,3,0.100000,3
Lru2Q,84,83,3,0,0,0,0.03971000000000002,2,0.250000,2
Lru2Q,242,241,3,0,0,0,0.036595000000000044,2,0.200000,2
Lru2Q,84,83,3,0,0,0,0.04017700000000002,1,0.350000,3
Lru2Q,335,437,163,0,0,0,0.03837800000000002,0,0.100000,4
Lru2Q,102,101,3,0,0,0,0.03952500000000003,3,0.200000,5
Lru2Q,240,239,3,0,0,0,0.03741099999999997,1,0.400000,4
Lru2Q,90,89,3,0,0,0,0.03969699999999998,2,0.050000,2
