Eviction Algo,total_attempts, StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid max or main ranks,Final Miss Ratio,minSlabs,movingAverageParam,maxFreeMemSlabs
Lru2Q,430598,722131,104697,0,0,34009,0.786259,0,0.400000,1
Lru2Q,391204,670201,93697,0,0,18155,0.76436,0,0.200000,1
Lru2Q,435225,535138,225033,0,0,110039,0.751939,0,0.050000,4
Lru2Q,474706,816210,114208,0,0,18759,0.776585,0,0.100000,1
Lru2Q,470864,683373,217311,0,0,40801,0.754788,0,0.150000,3
Lru2Q,487265,544940,237753,0,0,191584,0.7883640000000001,0,0.450000,4
Lru2Q,540708,0,0,0,0,1080873,0.7258560000000001,5,0.300000,5
Lru2Q,483364,692650,234912,0,0,38890,0.786423,0,0.450000,3
Lru2Q,494680,572846,236879,0,0,179355,0.781094,0,0.350000,4
Lru2Q,468608,521201,228393,0,0,187379,0.78687,0,0.450000,5
Lru2Q,566848,0,0,0,0,1133137,0.7258560000000001,1,0.250000,2
Lru2Q,562552,0,0,0,0,1124586,0.7258560000000001,2,0.200000,2
Lru2Q,576059,0,0,0,0,1151541,0.726824,2,0.400000,2
Lru2Q,581116,0,0,0,0,1161656,0.7258560000000001,1,0.400000,4
Lru2Q,582848,0,0,0,0,1165164,0.726824,0,0.350000,0
Lru2Q,581043,0,0,0,0,1161544,0.7258560000000001,2,0.050000,5
Lru2Q,613551,0,0,0,0,1226480,0.7258560000000001,2,0.150000,5
Lru2Q,494601,568777,236713,0,0,183429,0.780621,0,0.350000,5
Lru2Q,646827,0,0,0,0,1292966,0.7258560000000001,1,0.200000,5
Lru2Q,595740,0,0,0,0,1190970,0.7258560000000001,3,0.100000,2
Lru2Q,635441,0,0,0,0,1270212,0.7258560000000001,5,0.100000,3
Lru2Q,630488,0,0,0,0,1260386,0.7258560000000001,2,0.300000,0
Lru2Q,672791,0,0,0,0,1344922,0.7258560000000001,4,0.100000,4
Lru2Q,697092,0,0,0,0,1393470,0.7258560000000001,0,0.150000,0
Lru2Q,711150,0,0,0,0,1421575,0.7258560000000001,3,0.250000,5
Lru2Q,698807,0,0,0,0,1396918,0.726551,5,0.450000,2
Lru2Q,696707,0,0,0,0,1392746,0.7258560000000001,3,0.100000,3
Lru2Q,707216,0,0,0,0,1413751,0.7258560000000001,1,0.100000,2
Lru2Q,698238,0,0,0,0,1395775,0.7258560000000001,3,0.150000,0
Lru2Q,707191,0,0,0,0,1413692,0.7258560000000001,2,0.150000,2
Lru2Q,710196,0,0,0,0,1419761,0.7258560000000001,1,0.350000,4
Lru2Q,703785,0,0,0,0,1406863,0.7258560000000001,1,0.300000,2
Lru2Q,702359,0,0,0,0,1404017,0.7258560000000001,3,0.250000,2
Lru2Q,707370,0,0,0,0,1414024,0.7258560000000001,0,0.050000,0
Lru2Q,711518,0,0,0,0,1422331,0.7258560000000001,4,0.350000,2
Lru2Q,630605,0,0,0,0,1260616,0.7258560000000001,5,0.300000,4
Lru2Q,704780,0,0,0,0,1408850,0.7258560000000001,4,0.350000,3
Lru2Q,708949,0,0,0,0,1417225,0.7258560000000001,1,0.050000,4
Lru2Q,693832,0,0,0,0,1386939,0.7258560000000001,5,0.250000,4
Lru2Q,685423,0,0,0,0,1370204,0.7258560000000001,2,0.250000,2
Lru2Q,691068,0,0,0,0,1381458,0.7258560000000001,1,0.150000,3
Lru2Q,697223,0,0,0,0,1393723,0.7258560000000001,2,0.400000,0
Lru2Q,699032,0,0,0,0,1397373,0.7258560000000001,1,0.350000,0
Lru2Q,699808,0,0,0,0,1398879,0.7258560000000001,3,0.200000,5
Lru2Q,707366,0,0,0,0,1414032,0.7258560000000001,5,0.300000,2
Lru2Q,714251,0,0,0,0,1427773,0.7258560000000001,2,0.200000,4
Lru2Q,706993,0,0,0,0,1413266,0.7258560000000001,4,0.250000,3
Lru2Q,707393,0,0,0,0,1414137,0.7258560000000001,5,0.400000,4
Lru2Q,711490,0,0,0,0,1422272,0.7258560000000001,1,0.400000,5
Lru2Q,714432,0,0,0,0,1428151,0.7258560000000001,5,0.250000,1
Lru2Q,710372,0,0,0,0,1420016,0.7258560000000001,5,0.050000,3
Lru2Q,714604,0,0,0,0,1428517,0.7258560000000001,1,0.350000,3
Lru2Q,699181,0,0,0,0,1397678,0.7258560000000001,5,0.150000,3
Lru2Q,711656,0,0,0,0,1422584,0.726824,0,0.200000,0
Lru2Q,704101,0,0,0,0,1407493,0.7258560000000001,5,0.100000,0
Lru2Q,727970,0,0,0,0,1455241,0.726824,4,0.250000,1
Lru2Q,470624,539937,225790,0,0,175253,0.781608,0,0.400000,5
Lru2Q,454476,574710,215872,0,0,118050,0.754649,0,0.100000,4
Lru2Q,586205,0,0,0,0,1171838,0.7258560000000001,4,0.400000,0
Lru2Q,572638,0,0,0,0,1144777,0.7258560000000001,1,0.100000,1
Lru2Q,385451,658485,90671,0,0,21412,0.770338,0,0.300000,1
Lru2Q,430028,540061,196214,0,0,123551,0.75386,0,0.450000,2
Lru2Q,713820,0,0,0,0,1426952,0.7258560000000001,4,0.050000,4
Lru2Q,657287,0,0,0,0,1313940,0.7258560000000001,3,0.250000,3
Lru2Q,471257,676535,225203,0,0,40547,0.7775920000000001,0,0.400000,3
Lru2Q,717859,0,0,0,0,1434995,0.7258560000000001,3,0.200000,2
Lru2Q,448204,601208,197817,0,0,97103,0.7398199999999999,0,0.150000,2
Lru2Q,691160,0,0,0,0,1381648,0.7258560000000001,1,0.050000,2
Lru2Q,693858,0,0,0,0,1386976,0.7258560000000001,2,0.200000,3
Lru2Q,689616,0,0,0,0,1378513,0.7258560000000001,1,0.400000,0
Lru2Q,677222,0,0,0,0,1353753,0.7258560000000001,4,0.450000,2
Lru2Q,662995,0,0,0,0,1325299,0.726551,3,0.150000,3
Lru2Q,675909,0,0,0,0,1351149,0.7258560000000001,5,0.300000,0
Lru2Q,714192,0,0,0,0,1427666,0.7258560000000001,5,0.100000,5
Lru2Q,555155,0,0,0,0,1109738,0.7258560000000001,2,0.250000,0
Lru2Q,569685,0,0,0,0,1138842,0.7258560000000001,5,0.100000,2
Lru2Q,685351,0,0,0,0,1370055,0.7258560000000001,3,0.350000,4
Lru2Q,693659,0,0,0,0,1386648,0.7258560000000001,1,0.450000,1
Lru2Q,495960,839754,113864,0,0,38071,0.791759,0,0.450000,1
Lru2Q,698810,0,0,0,0,1396965,0.7258560000000001,2,0.050000,2
Lru2Q,428887,555119,185923,0,0,116469,0.747815,0,0.300000,2
Lru2Q,698474,0,0,0,0,1396310,0.7258560000000001,4,0.300000,3
Lru2Q,486885,847996,105749,0,0,19766,0.778269,0,0.150000,1
Lru2Q,701652,0,0,0,0,1402590,0.7258560000000001,3,0.100000,4
Lru2Q,679562,0,0,0,0,1358449,0.7258560000000001,5,0.150000,2
Lru2Q,674284,0,0,0,0,1347920,0.7258560000000001,3,0.050000,3
Lru2Q,710778,0,0,0,0,1420891,0.7258560000000001,5,0.400000,3
Lru2Q,705214,0,0,0,0,1409725,0.7258560000000001,2,0.100000,0
Lru2Q,710018,0,0,0,0,1419392,0.7258560000000001,2,0.300000,2
Lru2Q,668222,0,0,0,0,1335739,0.7258560000000001,2,0.100000,2
Lru2Q,715027,0,0,0,0,1429384,0.7258560000000001,5,0.350000,0
